,Nombre de usuario,Usuario,Fecha,Texto,Sentimiento
126,@LordDarthVader,@LordDarthVader,2021-02-19,Sólo para recordarles...#YoNoMeVacuno,0
127,Mr. Charcutier,@Psico_rigido,2021-02-19,"#YoNoMeVacuno 
Este hashtag va a demostrar la selección natural explicada por Darwin!
Solo los fuertes quedaremos, y con fuertes me refiero a aquellas personas que se van a vacunar! ",0
128,LUCHO AK7,@LuchoAK7,2021-02-18,"Conozco 3 p. que no se van a vacunar con la vacuna de #Piñera 
 #YoMeVacuno #YoNoMeVacuno",0
129,Rogelio G.Acosta,@gus1247,2021-02-18,"A todos los que están despotricando contra el gobierno porque aplica las vacunas a los amigos:
¿Por qué sólo hay 2 millones de anotados? 
Si tanto querés vacunarte, anotáte! Cuando haya demanda, habrá oferta. La mía, te la cedo. 
#YoNoMeVacuno",0
130,Catalina MDQ- LIBERTAD!,@nicolenia,2021-02-18,"A todos los que están despotricando contra el gobierno porque aplica las vacunas a los amigos:
¿Por qué sólo hay 2 millones de anotados? 
Si tanto querés vacunarte, anotáte! Cuando haya demanda, habrá oferta. La mía, te la cedo. 
#YoNoMeVacuno",0
131,Ocho Gatos,@ocho_gatos,2021-02-18,"#yonomevacuno con una fórmula hecha en el mismo país donde nació la pandemia 
                                    #COVID19",0
132,julieth dorado,@juliethdorado4,2021-02-18,Yo soy del #yonomevacuno,0
133,Alejandro Diaz Alzate,@alejon52,2021-02-18,"Piénselo, no sea parte del circo #yonomevacuno",0
134,El conspirador,@conspirator777,2021-02-18,"#YoNoMeVacuno las cadenas televisivas compradas del globalismo de 
@georgesoros
 como son 
@NoticiasRCN
 @NoticiasCaracol
 y las mentirosas vendidas como  
@DoctoraFernanda
 engañando a la gente desacreditando la medicina natural ¿Que cree que uno supone? No le crean a la 
@WHO
 !!!",0
135,Daniel Alejandro,@dan_darkarmored,2021-02-17,"#YoNoMeVacuno porque con esa agujota nuu que susto

*es sarcasmo porque no falta el que no entiende que toca vacunarnos",0
136,AngelJaredCM,@AngelJared01,2021-02-17,"Te vacunaras contra el Covid-19?? Porque?
#SARSCoV2 #YoNoMeVacuno #Covid_19mx #OMS #coronavirus  #FelizMiercoles #OMSSI
40 %
NO
60 %
5 votos
·
Resultados finales",0
137,FernanBicho,@SDimision,2021-02-17,"A ver si lo entiendo, está permitido tener pánico a un virus con una tasa de mortalidad muy baja, pero debes tener fe ciega en vacunas que están matando gente? En serio??
#Plandemia 
#DictaduraSanitaria 
#YoNoMeVacuno",0
138,@LordDarthVader,@LordDarthVader,2021-02-17,A modo de recordarorio #YoNoMeVacuno,0
139,lejosdelparaiso,@LuLu_quenonino,2021-02-17,Parece que todos estan desesperados por vacunarse. A ver si cuando llegan pasan uno por uno #UruguaySinVacunas #YoNoMeVacuno,0
140,Clark,@clark0611,2021-02-17,"""Creer en Bill Gates hablando de salud (vacunas) es como creer en Jeffrey Epstein cuidando de tu hija"".
#YoNoMeVacuno",0
141,Cybertaita,@Cybertaita,2021-02-17,"Ojalá la gente supiera que lo único que se busca con la alarmería social, cepa brasileña y supuestas fosas improvisadas en  Amazonía es obligar a la gente a la vacunación y así allanarle el camino a multinacionales para apoderarse de los recursos naturales. 
#YoNoMeVacuno",0
142,Claudia Liberati,@ClauLiberat,2021-02-17,"Nosotros, inocentes al final, no sabemos el nivel del negocio de la Bigpharma.
De un momento a otro las negociaciones pasan del sector público al privado.
Todo empezó con un funcionario vacunado.
$$$$$$$$$$$
#YoNoMeVacuno",0
143,NysNober,@NysNober,2021-02-17,"Incomprensible.
Se pelean x ponerse la vacuna, que reconocen q no termino la fase experimental. No imuuniza, no te permite hacer vida normal podes contagiar y no t cubre de otras cepas...#YoNoMeVacuno",0
144,Clark,@clark0611,2021-02-16,"¿Sabías que las empresas farmacéuticas no pueden ser demandadas si la vacuna lesiona o mata a alguien?
 #VacuNADA
 #YoNoMeVacuno",0
145,Alena Mar.,@achainmar,2021-02-16," Estoy preocupada por la abuelita que yo cuido NO QUIERO QUE LA VACUNEN , tiene cómo 84 Años 
  Ella en su disernimiento e intuición dice que tiene miedo y que ella no quiere.
Alguien que me envíe información  para convencer a sus hijos que no lo hagan, 
#YoNoMeVacuno",0
146,Habitante N°21763654 del régimen sin DDHH de CFK.,@carolina_moine,2021-02-16,"A mí no me parece tan mala idea que la vacunación empiece por los funcionarios. Pero que se vacunen de verdad.

#YoNoMeVacuno",0
147,J_Ana,@NoReincidente,2021-02-16,¿ Cuántos de los #YoNoMeVacuno ... nos habrán vacunado ?,0
148,Ever Mendoza Gallo,@ElGallo9214,2021-02-16,"#LaVacunaEs un descaro, el presidente y su ministro de salud ya se creen los héroes de la patria, ya se sienten realizados con el discurso populista por las 50.000 muestras que llegaron. #Ministro de Salud #Dondeestanlasvacunas #Colombianos #YoNoMeVacuno #duquedescarado",0
149,isabella,@wtfisiii,2021-02-16,#YoNoMeVacuno ni que esté en uci ,0
150,Princev Engador,@TrueCruelWakeUp,2021-02-16,"#LaVacunaEs un medio para afectar a los demas, hoy diran: ""no se vacune nadie lo obliga"". Esperen cuando impidan tener trabajo, viajar y acceder a sitios publicos por no vacunarse. #YoNoMeVacuno voy cotizando certificado falso de vacuna, no hare parte de esta farsa #plandemia",0
151,ReaperGames14,@ElRiperGeims14,2021-02-16,"Así es. Soy un matón por no vacunarme. Un matón de la ignorancia.

#YoNoMeVacuno",0
152,PIPE CENDA,@felipec_1010,2021-02-16,Se molestan porque trajeron 50mil vacunas pero ellos eran los mismos que ponían #YoNoMeVacuno ,0
153,daniel,@daniel20655532,2021-02-16,"#noalnuevoordenmundial   #medicosporlaverdad  #falsapandemia  #plandemia
#yonomevacuno  #losmediosmienten  #plandemic   #falsepandemic   #fakepandemia

la pandemia de covid-19 es un fraude como lo fue la pandemia de gripe A y gripe porcina años atras.",0
154,pytjsiles,@pytjsiles,2021-02-16,"En realidad la vacunación es para que se vacunen los funcionarios de salud primero y ya veremos si son confiables ,como no hay protocolos de prueba con emisión aprobatoria de resultados #YoNoMeVacuno .",0
155,Nosotros Somos las Noticias Ahora,@opinionescl,2021-02-15,"GioGio Jackson debes dejar claro que no recibiras dinero del estado de CHile si te vas a estudiar, espero que no seas una carga del estado ya llevas mas de 5 años chupando del estado 
#FalsaPandemia #YoNoMeVacuno #PrensaBasura #Bienvenidos13 #ContigoCHV #FueraComunistasDeChile",0
156,Antonio Yañez Betanzo,@conceantonio,2021-02-15,"Oiga que Tiene hartos Padres la Aplicación de Vacunas?...
 pero los Muertos hasta Ahora...
 se quedaron Huérfanos
 todo este Tiempo!
@bacigalupe
 @MattyLL
 
 #YoNoMeVacuno",0
157,Ligia,@l_lafaurie,2021-02-15,Ojalá! Todos los trabajadores de Salud sin importar la región. Dios lo oiga. #YoNoMeVacuno ,0
158,Fanny González Tobón,@Fannygonzalezt,2021-02-15,"Y decían, que llegarían las vacunas en Febrero ¿pero de que año? Tráguense sus twit mamertos endemoniados! #YoNoMeVacuno",0
159,MR. sandwiches,@D4D54NDW1CH35,2021-02-15,"Los mismos que llaman mamertos y celebran con bombos y banderas 50mil dosis, son los mismos que hace unos días estaban promulgando el #YoNoMeVacuno",0
160,andres suarez,@andress03086594,2021-02-15,"#yonomevacuno 
despierten no somos conejillos de indias para que experimentando con nosotros con una vacuna experinental despierten
 ",0
161,Cybertaita,@Cybertaita,2021-02-15,"15 de Febrero, día en que llega la sustancia que nos someterá al neocolonialismo sanitario. #YoNoMeVacuno",0
162,carolina,@carolina_rzr,2021-02-15,"La población + vulnerable sirviendo d carne d cañón para la vacuna (tercera edad) todos sintiéndose perfecto, y los imbeciles siguen con su paranoia y sus campaña antivacuna con videos d convulsiones + falsos q atún boliviano años luz están d sta generación valiente #YoNoMeVacuno",0
163,Nosotros Somos las Noticias Ahora,@opinionescl,2021-02-15,"Benito Baranda un bodrio civil jesuita al servicio del globalismo como toda la congregación satánica que dirige un usurpador Papa Francisco 
#FalsaPandemia #YoNoMeVacuno #PrensaBasura #Bienvenidos13 #BuenosDiasTVN #ContigoCHV Cuarentena #FueraComunistasDeChile Fase 2",0
164,Avatar,@Franche5ca,2021-02-15,"Vayan a la playa dijo el covid. Porqué esas vacunas qye trajeron no fue por gusto, el show va a continúar....las estadísticas después de carnavales aparecerán....un vaina loca.#YoNoMeVacuno",0
165,.-.,@W548beZjzAeSBOj,2021-02-14,gente volvi me querian silenciar y me cerraron la cuenta de twitter por unos dias pero la recupere #PLANDEMIA #YoNoMeVacuno,0
166,Uruguay Mediocre ☤,@uru_mediocre,2021-02-14,Los idiotas de #NoHayVacunas y #YoNoMeVacuno tienen un corso contramano. Un psicólogo por allí...otro por allá.,0
167,Francisco Quintana.,@Francis113650,2021-02-14,"#NoAlNOM #NoALaVacuna #YoNoMeVacuno Alguien sabe si los efectos d la #VacunaCOVID19 
 son instantáneos o aparecen días después?.#NadaSobra",0
168,MOELMIAG,@moelmiag,2021-02-13,EMPIEZAN CAMPAÑAS POLITICAS Y CAMBIAMOS A SEMAFORO NARANJA Y AMARILLO ???? #YoNoMeVacuno #PrensaBasura #QuedateEnCasa #6dejunionovotes,0
169,Nosotros Somos las Noticias Ahora,@opinionescl,2021-02-13,"Colegio de Profesores se tranformaron en unos vagos del estado, personal medico en asesinos de ancianos, Prensa en una basura tanta carga para el estado debemos dar sueldo a padres que estan educando a sus hijos, eliminando a Profesores
#FalsaPandemia #YoNoMeVacuno #PrensaBasura",0
170,El conspirador,@conspirator777,2021-02-13,"La 
@UN
 , 
@who
 y la 
@OPSOMS_Col
   organizaciónes terroristas asociadas con el partido comunista chino dice que la vacuna no te va a proteger del #VirusChino entonces ¿para que uno se vacuna? Si vas a seguir con el estúpido tapabocas y distanciamiento. ¡Con más verás #YoNoMeVacuno",0
171,Guadalupe,@GabyGuadalupeL,2021-02-13,#YoNoMeVacuno vayan a vacunar a su abuela.,0
172,"𝕄𝕒𝕝𝕪𝕡𝕤𝕪
♫︎♡︎シ︎",@maliquil,2021-02-13,"#YoNoMeVacuno contra el COVID-19, no contra la gripe
Xq? Xq simplemente  NO SON VACUNAS!!",0
173,NORMA.,@Yogista3,2021-02-13,"Ayer me llamo por what's, una prima, para que le pregunté a una amiga, dónde anotarse para la jeringa. Estoy rodeada de covidiotas!!! #YoNoMeVacuno",0
174,Bautista Péntecost XY,@BautiPentecost,2021-02-12,"Si la humanidad no cambia y cree todo lo que lee, todo lo que escucha y todo lo que ve, son como ovejas al matadero.
Dra. Ma. Eugenia Barrientos 

#Plandemia 
#Infectadura 
#Controlavirus 
#YoNoMeVacuno",0
175,Mariposa en rebeldía,@Negrita93168894,2021-02-12,"Solo paso a decirles que en un futuro no muy lejano -no se si en un par de minutos, horas, semanas y meses-veremos al was de 
@sebastianpinera
 y sus esbirros vacunados con tercianas, fiebre y todos los síntomas del Covid.
Lo pense y lo dije 
#YoNoMeVacuno",0
176,Mary,@MaryPekkala,2021-02-12,"Esto de las vacunas es un negocio grande para los criminales, qué solo se aprovechan de la ignorancia de muchos. No te vacunas con vacunas experimentationales.
#yonomevacuno",0
177,@LordDarthVader,@LordDarthVader,2021-02-12,Ya te lo dije Jack. #YoNoMeVacuno,0
178,"Javier
Gori Lon",@Javlop66,2021-02-12,"Si por esas putas casualidades a mi me tocara una vacuna, se la regalo al que la quiera.
#YoNoMeVacuno",0
179,Jhony Castro,@JhonyAlex27,2021-02-12,"Estamos volviendo normal algo que no sabemos si es real, solo porque lo dicen en TV y porque ha muerto gente q en realidad no sabemos de qué a fallecido. Estamos aceptando una verdad impuesta para beneficio de unos pocos #YoNoMeVacuno #YoMeVacuno",0
180,Bautista Péntecost XY,@BautiPentecost,2021-02-11,"Tenés más posibilidades de morir de:
Cáncer 
Infarto 
Accidente de tránsito 
Mala praxis 
Abandono de persona 
Que de COVID 
¡abran los ojos!
#Plandemia 
#Infectadura 
#Controlavirus 
#AbranLasEscuelas 
#YoNoMeVacuno",0
181,Pancho_WHO,@Pancho_Who,2021-02-11,"Espero que los que hayan robado las vacunas, no haya sido para venderlas si no que para que las anaalicen #Yonomevacuno.
Si la gente pensara un poco...Porque , para que algo que es “bueno”, requiere tanta campaña para validarse.?",0
182,Scarlett,@del41siempre,2021-02-11,Sé de 5 pelotudos q se agarraron covid. Todos aislados y sin consecuencias. Hay q cuidarse y cuidar la libertad. #circovid #pasaportes sanitarios #chinaliedpeopledied #ElPeorGobiernoDeLaHistoria #NoNosVanACallar #HabraConsecuencias #YoNoMeVacuno,0
183,@LordDarthVader,@LordDarthVader,2021-02-11,"A esta hora, claramente, twitter te censura. En qué horario puedo tuitear #YoNoMeVacuno Jack?, Y de paso andate a la pmqtp.",0
184,Diego Fernández C. ®,@DiegoPatricioFC,2021-02-11,"Investigación por presuntas ""vacunas placebo"" colocadas en voluntarios/as ""pioneros"" contra el COVID-19.
#YoNoMeVacuno",0
185,Bibiana.MDQ #PobreMiArgentina,@BibianaViana,2021-02-10,"Ni se te ocurra intentar volver a encerrarme.
El riesgo lo tomo yo. Mi cuerpA
#Plandemia 
#Infectadura
#globalización 
#YoNoMeVacuno",0
186,Bautista Péntecost XY,@BautiPentecost,2021-02-10,"La vacuna esteriliza y es un gran negocio. Y los que quieren tener hijos, tendrán que recurrir a la fertilización asistida, otro gran negocio.
(No es una vacuna es un tratamiento genético) 
#YoNoMeVacuno 
@NeoReaccionario",0
187,Jeny,@YenyK77,2021-02-10,"Le regalo mi vacuna a un extranjero 
 #YoNoMeVacuno",0
188,Pancho_WHO,@Pancho_Who,2021-02-10,"Hace tiempo esta mas que claro que Medico es sinonimo de chantas dedicados. a sacar dinero con procedimientos innecesarios, ahora sumenle complices de genocidio #Plandemia #yonomevacuno",0
189,Nosotros Somos las Noticias Ahora,@opinionescl,2021-02-10,"recuerdo cuando salio la serie en Netflix Chilenos Politicos alababan serie blanqueando la Pedofilia como estan acostumbrados derecha e izquierda 
#PrensaBasura #YoNoMeVacuno #FalsaPandemia #Bienvenidos13 #BuenosDiasTVN #ContigoCHV Jadue Spiniak Valparaiso",0
190,Mr. Enrique,@vic_erc,2021-02-10,"Todo el mundo vacunándose. Yo también quiero!!!
#YoNoMeVacuno",0
191,Pancho_WHO,@Pancho_Who,2021-02-10,"Creo que desde siempre uno debería haber sabido que 
@sebastianpinera
 era un lobo de izquierda disfrazado de derecha. Si, en la derecha hay gente tonta e inútil, pero definitivamente en la izquierda están los mas weones #YoNoMeVacuno #plandemia #circovid #Coronafarsa",0
192,Richard,@RichardSmithard,2021-02-10,"Regla de tres simple: si en un día en el país se han vacunado a 3449 personas, 33 millones de peruanos se vacunaran en...9568 días, osea poco más de 26 años. Dato: Chile vacunó en tres días a más de medio millón de personas.( y no hacen show ni circo como aqui)#YoNoMeVacuno",0
193,María Abigail Quezada Cabrera,@MaraAbigailQue1,2021-02-10,"Quién tiene idea de q vacuna le van a poner?de q efectos a largo plazo esto tenga?si nunca me he puesto vacuna contra la influenza y no me he enfermado trabajando con 100s de niñ
@s
 tdos los días, por q debería hacerlo ahora?Quién responde en caso de complicaciones? #YoNoMeVacuno",0
194,Paola SanLo,@PaolaSanlo,2021-02-10,"""#YoNoMeVacuno, porque no quiero que me metan un chip” Escriben en redes sociales desde su celular.
Para los que saben de #marketingdigital, el chiste se cuenta solo. ",0
195,El gato que tuitea.,@Elgatoquetuitea,2021-02-09,"Saben para qué sirve la vacuna? Para nada.
#findelcomunicado
#YoNoMeVacuno",0
196,Francisco Quintana.,@Francis113650,2021-02-09,"#NoALaVacuna #YoNoMeVacuno La mayor intriga d las autoridades en el robo de las vacunas contra el #COVID19, no es que las puedan vender u otra cosa, sino analizarlas y averiguar sus componentes, d que estan hechas y luego se divulgue todo eso, esa es la mayor preocupación.",0
197,VIVA ESPAÑA,@LaMingaDominga9,2021-02-09,"Hay una vacuna que no vale para mayores de 55 años y si acabas de cumplir 56? Ya no te vale?? JAJAJAJJAAJJAJ OS ESTÁN TOMANDO EL PELO!! 
 #YoNoMeVacuno",0
198,Bautista Péntecost XY,@BautiPentecost,2021-02-09,"Todos sabemos que lo de la pandemia es todo una farsa,  no?

#Plandemia 
#Controlavirus 
#YoNoMeVacuno",0
199,#LaMojigata,@LaMojigataa,2021-02-09,"¿Quién chucha entiende al peruano?

Antes: todos los países ya tienen la vacuna y aquí nada, ¡maldito gobierno!

Ahora: #Yonomevacuno.

¡GENTE DE MIERDA!",0
200,Respetación Mujeril,@respetomujeril,2021-02-09,"Toda la gente que dice que #YoNoMeVacuno, tranquilos: nadie se va a vacunar porque no habrá vacunas. ",0
201,#NuevoChile,@diegopantone,2021-02-09,"#YoNoMeVacuno a la primera. Hay que ser muy weon para ser conejillo de Indias. Yo sugiero esperar mínimo un año. Es muy prematuro hacerlo. Los efectos varían mucho. No soy anti vacuna 
 soy precavido",0
202,Si,@Si10411,2021-02-09,"De iniciar con la estupidez de #YoNoMeVacuno pasaron a #LopezCorruptoInepto, ¿A hora que sigue? ¿#CambiarDePartidoCuraráElCovid?",0
203,José kefa,@jojosekefa,2021-02-09,"Si no quieren usar cubrebocas solo digan el salto y seña
No. Y respeto mucho al doctor Gatell y es muy buen médico y ha ayudado mucho para conducir este proceso.
Son las palabras mágicas #YoNoMeVacuno #AMLO #OMS",0
204,.-.,@W548beZjzAeSBOj,2021-02-09,"La #PLANDEMIA  es un invento del gobierno para mantenernos en casa y que no salgamos a protestar por la liberta y las vacunas son para implantarnos el chip para controlarnos
 #YoNoMeVacuno",0
205,Celis,@valeriacelis50,2021-02-09,Que cha me voy a vacunar ps. Nicagandin #YoNoMeVacuno,0
206,"Pupi
Volvamos al estadio",@pupi_caturra,2021-02-09,"Los que calculan las cifras del Covid en Chile son los mismos q cuentan los vacunados? 
 #YoMeVacuno  #YoNoMeVacuno",0
207,Simon Dice:,@SimonDice12345,2021-02-09,"Le tengo más fe a mi madrina que cura pasando el cuy y la ruda que a la vacuna china.

#YoNoMeVacuno #FranciscoSagasti",0
208,Carl,@RespiraBru,2021-02-08,Si piensan que #yomevacuno  déjenme decirles #yonomevacuno,0
209,Diane Cohn C,@DianeCohn68,2021-02-08,"Estoy a favor de la libertad y toma de decisiones personales.

Estoy en contra del control  gubernamental y autoritarismo.

Respeto el derecho de los demás, no pisoteen los míos.

#YoNoMeVacuno",0
210,Dalker,@dr_alderan,2021-02-08,"#YoMeVacuno #YoNoMeVacuno: de verdad nadie se preguntará por qué 
@sebastianpinera
 no se vacuna??? Insisto que Latinoamérica y sobretodo Chile somos los conejillos de indias para probar las vacunas.",0
211,@LordDarthVader,@LordDarthVader,2021-02-08,Yo no me vacuno. #YoNoMeVacuno,0
212,Shirofukuri,@Shirofukuri,2021-02-08,"#YoNoMeVacuno porque soy inmune.. ustedes, si pueden no se vacunen 
 tengo un mal presentimiento.. eso es parte del plan contra la humanidad con una farsa de la ciencia (la ciencia no es mala) la ciencia no lo es todo... todo es posible. si pueden no se vacunen... por libertad.",0
213,Shirofukuri,@Shirofukuri,2021-02-08,"#YoNoMeVacuno porque soy inmune.. ustedes, si pueden no se vacunen 
, tengo un mal presentimiento.. eso es parte del plan contra la humanidad con una farsa de la ciencia (la ciencia no es mala) la ciencia no lo es todo... todo es posible. si pueden no se vacunen... por libertad.",0
