,Nombre de usuario,Usuario,Fecha,Texto,Sentimiento
141,Adriana Troccoli Garcia,@AdrianaTroccoli,2021-03-05,"Brillante la página web del 
@MSPUruguay
 para agendar. #yomevacuno",1
142,Natalia Venegas Valdeavellado,@MerlinaIsAVamp,2021-03-05,"Alguien sabe si para la segunda dosis de la vacuna es necesario el periodo de observación? La próx semana mi abuela tiene su 2da dosis, mi mamá tiene si 1ra vacuna y queremos organizarnos bien, ya que la idea es exponer lo menos posible a mi abuela. #YoMeVacuno #COVID19",1
143,Ghule87,@danita_hirasawa,2021-03-05,"#ContigoCHV
Podrían decir si es que los
Asmáticos debemos ir a vacunarnos desde el lunes?
Los diabeticos también?
#yomevacuno #VacunasCOVID19 #minsal #Chile",1
144,Pablo Ordóñez,@PabloOrdonez50,2021-03-05,"Ya agendé día y hora para la vacuna contra el Covid-19.
El próximo lunes 8 recibiré la primera dosis y el 5 de abril la segunda en el Hospital Británico. Lo hago por mi, mi familia, mis amigos y por todos! #YoMeVacuno",1
145,ℬ,@Beittta_,2021-03-05,"Vacuna Covid 
 #yomevacuno",1
146,h daniel garcia,@hdanielge,2021-03-05,"Tu solicitud de agenda para vacunación Covid 19 se ha registrado de forma exitosa.

Agenda Asignada:
Primera Dosis: *08/03/2021 - 12:00*
Segunda Dosis: *05/04/2021 - 12:00*
Vacunatorio ambas dosis: *Maldonado - CAMPUS Puesto*
#YoMeVacuno #UruguaySeVacuna",1
147,Federico Bacalini,@FBacalini,2021-03-05,"Feliz! Rumbo al centro de Vacunación!

Y qué mejor que me toque en 
@sadopmdp
 !!!
@adridonzelli
#vacunatePBA 
#YoMeVacuno",1
148,Alfredo Toker,@AlfredoToker2,2021-03-05,"Sin salud no hay economía. 
#YoMeVacuno",1
149,Victoria Adami #9720,@vadamig,2021-03-05,"Agendada ! Por respeto a los q murieron, x sus familias, por los q sufren la enfermedad, para evitar que se siga  propagando el virus y por nuestro País #YoMeVacuno",1
150,María José,@mariajo_nh,2021-03-05,"Primera dosis de la vacuna puesta!!! 
#YoMeVacuno",1
151,eduardo katz oltarz,@edukatzoltarz,2021-03-05,"Por ti,por los tuyos,por todos,debemos vacunarnos.
De esta Pandemia salimos entre todos!!
Muy feliz viernes para todos y a disfrutar del findeeeee.
#CuidarteEsCuidarnos
 
#YoMeVacuno",1
152,Dialisis Peritoneal,@dialisis_p,2021-03-05,"Tras 12h de #VacunaCOVID19 los síntomas son dolor de brazo y sueño,aunque tal vez sea del madrugón de ayer 
 ni fiebre ni nada importante 
 #modernavaccine #YoMeVacuno",1
153,Lilia,@Liliaalvme,2021-03-05,"Viernes!!!! Y no es un viernes cualquiera!!! #YoMeVacuno AstraZeneca, nos vemos esta tarde!!! ",1
154,Mamadoc,@Mamidoc43,2021-03-05,"Hoy vamos por la segunda dosis de la vacuna ...
Dios quiera que sea el principio del fin #YoMeVacuno",1
155,FUENSANTA GÓMEZ,@fuensantagg73,2021-03-05,"Ves a tu amiga enfermera, tu amiga de tu tierra, con la que compartiste días de prácticas de estudiante y años de trabajo después. Piensas que llevas un año sin verla, ya estamos vacunadas y esta mierda se acaba. La abrazas y te echas a llorar por todo.
#yomevacuno #VacunaCOVID19",1
156,Jackie B.B.,@JackieBB9,2021-03-05,"Feliz!! #YoMeVacuno el lunes de mañana y la próxima el 4 de abril,feliz por mi y por todos!! Gracias 
@DrDanielSalinas
 @LuisLacallePou
 y todo el equipo de gobierno,grs 
@cohenengelman
 en ud.a todo el GACH,grs 
@IPMontevideo
  @Udelaruy
 y a todos los q se pusieron el pais al hombro!!",1
157,Marcelo de la Fuente,@MarcelodelaF,2021-03-05,"Soy +55 y -59 y ya me agendé para vacunarme el lunes.
Tardé menos de medio minuto por wazzup al 098 999999.
Con la que me toque y cuando me toque
#YoMeVacuno",1
158,Alcaldía de Medellín,@AlcaldiadeMed,2021-03-05,"¡Medellín sigue floreciendo, la primavera llegó 
!
Así va el Plan de Vacunación en nuestra ciudad 
:
 Hoy fueron suministradas 142 dosis Sinovac a personas mayores, llegando a la meta de 1.535 vacunas aplicadas en centros geriátricos. 
#YoMeVacuno
#VacunatePues",1
159,Gabales,@gabbales,2021-03-05,"Han pasado más de 48 horas desde que me vacuné y no me he convertido en lagarto, ni me ha salido un tercer ojo, ni siquiera me detectaron el microchip. Un fiasco.
Pero de algo estoy seguro y es que la única manera de salir de esto es colaborando entre todos
#YoMeVacuno",1
160,Matlab,@MatLabPer,2021-03-05,"Faltan solo 3 días para poder vacunar, su primera dosis, a todos los miembros de mesa :/ #YoMeVacuno #Elecciones2021 #PeruEstaEnNuestrasManos #PeruVotaSeguro
 #onpe #coronavirus #COVIDー19 #Noticias",1
161,Verónica Pérez Papadopulos,@Veroperezpap,2021-03-05,"Que vacuna darte..? La que tengas disponible en el momento que te toque... esa es la mejor vacuna!!! Todas previenen con alta efectividad enfermedad grave y muerte.  Por uno, por su familia, por la comunidad, por todos! #YoMeVacuno",1
162,Pancho_WHO,@Pancho_Who,2021-03-05,"jajajaja han visto los covidiotas mostrando el carnet de la vacuna? #YoMeVacuno, como que fuera un logro? , el logro sera si no se enferman de otra cosa con esa vacuna. #YoNoMeVacuno",1
163,Ismael Burone,@iburone,2021-03-05,"Creo que la vacuna que precisan muchos es la vacuna del “sentido común” (con una pizca de empatía). 

Vacunáte aunque te caiga en turismo. Después puede ser demasiado tarde. 
#YoMeVacuno #UruguaySeVacuna",1
164,Francisca Lira,@franlira_cl,2021-03-05,Hoy vi a mi abuela de 97 años después de un año. Como siempre de punta en blanco y con su pelo perfecto. Sus dos dosis de vacuna listas! #YoMeVacuno,1
165,plopp,@PilarLopMont,2021-03-05,"Como si me hubieran pasado 3 camiones por encima. Me duelen todas las articulaciones y la fiebre no para de subir.
Aún así pienso que va a merecer la pena.
#YoMeVacuno #VacunasCOVID19",1
166,Ana Cencio,@germinadora,2021-03-05,"Creí que era un sueño, pero no. ¡Estoy en el grupo de personas para agendarse mañana!: cualquier persona de entre (""de entre"" está bien, no le tengan miedo) 55 y 59 años. Allá iré con mis 58 primaveras. Por aquellos a los que todavía no les toca, por mí, por todos, #yomevacuno",1
167,Camilo Anjari G,@delaluna_7,2021-03-04,"Hueon me duele todo el cuerpo y el brazo culiao 
 #YoMeVacuno  llevo horas así y en la tarde me dio fiebre pero muy leve . Pero el dolor del cuerpo llega a ser molestoso ",1
168,Evelyn Hemmelmann,@EveHemmel,2021-03-04,Los rezagados cuando pueden vacunarse? Hay muchas personas que no pudieron vacunarse y ahora ya no se les permite #YoMeVacuno,1
169,Nicolás Dorronsoro,@NDDiez,2021-03-04,"Si te da miedo la luz porque te acostumbraste a la oscuridad, recuerda que con cada vacuna damos un paso para salir del túnel
#YoMeVacuno #UruguaySeVacuna",1
170,Sandya,@Sayarce,2021-03-04,"Colombia iba a tener el mejor plan de vacunación del mundo mundial, pero sólo en la publicidad de la TV. Ya están anunciando lo que se debe hacer para la segunda dosis y ni siquiera han terminado de poner la primera a los del primer grupo.  #YoMeVacuno cuando será!",1
171,Caterina Musse,@caterinamusse,2021-03-04,"Porque tenemos q saber tanto de la vacuna de COVID 19 ? Cuando te das la vacuna de la gripe ( yo me la doy ) preguntas q componentes o q laboratorio es ? Cuánto tiempo desarrollan la vacuna ? Ni me importa me sirve y punto , con la del COVID tb #YoMeVacuno",1
172,Alonso,@aIxnsx,2021-03-04,"si yo vivo en la florida debo vacunarme en los centros habilitados de la florida o puedo ir en cualquier comuna? 
 #YoMeVacuno",1
173,Myriam González,@MyriamGomoure,2021-03-04,#YoMeVacuno  Me vacuno con la que me toque cuando me toque.,1
174,AC Avellaneda,@AndreaA49908134,2021-03-04,"El principio del fin de la Pandemia es la vacunación masiva. Hoy estoy feliz! 1er dosis de #VacunasCOVID19! Por mi, por mi familia, por mis colegas y por todos #YoMeVacuno",1
175,Laura García,@LauraGarciaNo,2021-03-04,"Mañana se pueden anotar aquellos entre 55 y 59 años sin otra restricción que la edad.

Vamos
#UruguaySeVacuna
#YoMeVacuno",1
176,Fran,@HogarDePony,2021-03-04,"Si todo sale bien, el próximo jueves debería recibir mi segunda dosis #YoMeVacuno",1
177,Julián Gómez ✪,@Nebiros96,2021-03-04,Apenas me vengo a dar cuenta que el lema que usan Chile y Colombia para su proceso de vacunación es el mismo: #YoMeVacuno,1
178,Michael Liria,@michaelliria,2021-03-04,Veo muchos hijos y esposas de millonarios vacunándose. Personas que NO pertenecen a esta primera fase. ¿Algo sobre lo que me tenga que enterar? #YoMeVacuno,1
179,E v e,@Lyna_cv,2021-03-04,"No me pude vacunar hoy 
 me pregunto cuantas dosis diarias enviarán a los sectores de vacunación? Porque llegue y ya no tenían dosis 
 #YoMeVacuno #VacunasCOVID19",1
180,Miillaray,@_NewDreams,2021-03-04,"Mis papás con su primera dosis, mis abuelos listos con sus 2 dosis, se comienza a sentir un alivio. Después de 1 año y 1/2 aprox, en unas semanas podremos viajar a ver a los viejitos y mi mamá podrá ver a sus papás. A los + jóvenes nos queda seguir cuidándonos. #YoMeVacuno",1
181,PIKI,@pikiayllon,2021-03-04,La 2° dosis puesta¡¡ #YoMeVacuno,1
182,Mauricio,@GestazionCL,2021-03-04,Hoy gran parte de los mayores de 71 años fue vacunado hace 21 días o más. Ya debieran ser inmunes al covid severo o casi. #Covid19Chile #YoMeVacuno,1
183,pH,@Patrher,2021-03-04,"Listos con la segunda dosis #CoronaVac, con 
@DavidCardMatz
Será éste el comienzo del fin??
#YoMeVacuno",1
184,Florencia Pereira,@flopereira17,2021-03-04,"Si queremos más gente se vacune hay que insistir. Una campaña con referentes de todos los ámbitos (políticos, deportivos, religiosos, sindicales, etc) 
Hay que hablar de las consecuencias de NO vacunarse.
Hay que insistir
#YoMeVacuno",1
185,Joanna Heskia,@jheskia,2021-03-04,"Mis suegros con su segunda dosis, mi mamá con la primera. Muy bien atendidos. Feliz! #YoMeVacuno",1
186,Andy Celeste,@Anndycita,2021-03-04,"Alguien más con efectos adversos con la segunda dosis de sinovac? 
 por acá me apunto con letargia, somnolencia, diarrea y un dolor hermoso del brazo. 
 #YoMeVacuno",1
187,No me pises lo fregao,@wachunever,2021-03-04,"Después de la 2 dosis mis anticuerpos andan por muchos miles asique, la vacuna funciona!!!!! 
#YoMeVacuno #yosimevacuno",1
188,Susana Muñoz E,@Su___,2021-03-04,"Estoy TAN contenta y emocionada que no me cabe el 
 en el pecho. Mi papá recibió hoy la primera dosis de la vacuna. Estaba contento y yo de leerlo, también. Me da una tremenda esperanza en el futuro! #YoMeVacuno #Covid_19",1
189,XimeFer,@kitytta,2021-03-04,Mi segunda dosis me la puse en el #carmelacarvajal .... leeeeeentisima la atención comparada con la primera... #YoMeVacuno #Sinovac,1
190,María G,@meraiah8,2021-03-04,Por aquí una profe recién vacunada #yomevacuno #COVID19,1
191,LUCHO AK7,@LuchoAK7,2021-03-04,Para cuando me toque la vacuna del #YoMeVacuno ya me habré contagiado #YoNoMeVacuno para volver a estar enfermo por 3° y 4° vez el 2021.,1
192,Alejandro Hernández,@janofelip27,2021-03-04,"#YoMeVacuno los trabajadores de universidades, igualmente somos parte de este proceso de vacunación??",1
193,Pamela Silva V.,@PameSV,2021-03-04,"Al fin, las madres lactantes seremos consideradas en el calendario de #yomevacuno del 
@GobiernodeChile
  Sólo espero que no nos dejen para el final.",1
194,Pedestre,@jpamayag,2021-03-04,"¿Por qué no hay cuarentena para Santiago y sí para Concepción? 
@minsal
 #YoMeVacuno #Santiago #Concepcion #Collao",1
195,Camilo Anjari G,@delaluna_7,2021-03-04,"Después de la 2 dosis empezaré a saludar de beso en la boca , ya dije eee #Yomevacuno",1
196,Jorge Maltrain,@JorgeMaltrain,2021-03-04,"Feliz. Ya recibí mi segunda vacuna. Muchas gracias al extraordinario cuerpo de enfermeras del 
@HosMetChile
 
#YoMeVacuno",1
197,Nathalia Lois,@nathalialois,2021-03-04,"#YoMeVacuno                                 Por mi, por mi familia y por la sociedad.
Las vacunas salvan vidas.  Cuando te toque, vacúnate.",1
198,Jully Carbonell ײַ,@Jully_carbonell,2021-03-04,"Hoy toca segunda dosis de la vacuna
 #Yomevacuno #Vacunas",1
199,Alejandro Ferrari,@AleFerrari_uy,2021-03-04,"Comenzamos con #VacunasCOVID19, importante seguir con las medidas básicas de prevención:

+ barbijo
+ distanciamiento sostenido
+ higiene de manos
+ socialización controlada (burbujas)

#YoMeCuidoYoTeCuido 
#NosCuidamosEntreTodos 
#YoMeVacuno 
#UruguaySeVacuna",1
200,𝕲𝖔𝖓𝖟𝖆𝖑𝖔 ϟ,@Esperonoes,2021-03-04,Me toca la segunda dosis de la vacuna el domingo #YoMeVacuno ,1
201,"Maru
Viví Peñarol",@MaruInCa,2021-03-04,"Yo fui una de las que dijo ""ni en joda me vacuno"" y hasta el viernes pasado estaba en la misma postura.
Hoy me di la primera dosis. Por mi y por mi familia. #YoMeVacuno",1
202,Cabeza,@Cabeza36466955,2021-03-04,"#YoMeVacuno
Hay que vacunarse, vamo arriba",1
203,Gorda! Zine Laura Contrera,@gordazine,2021-03-04,"Mi papá ya tiene turno para la vacuna en La Matanza! Falta mi mamá para que la felicidad sea total. El sistema vacunatorio de 
@Kicillofok
 @nkreplak
 @DrDanielGollan
 @SaludBAP
 en la #ProvinciaBuenosAires es un orgullo. #VacunaCOVID19 #YoMeVacuno (yo no,  en CABA ni nos vimos)",1
204,Álvaro Jeria,@aijeria,2021-03-04,"Estoy ahora acompañando a persona con enfermedades crónicas autoinmunes a recibir su vacuna
Emociona ver la cantidad de gente esperando su turno, de manera responsable y con una genuina preocupación por su salud y la del resto! Apenas sea posible para usted, vacúnese!
#YoMeVacuno",1
205,Cristina Carrillo,@cris__carrillo,2021-03-04,"Mi experiencia con la vacuna de AstraZeneca, un poco de fiebre anoche y dolor de cabeza leve, todo solucionado con un paracetamol. Hoy perfecta 
#YoMeVacuno",1
206,Daniel El Diablillo,@Darjel,2021-03-04,"Por que Chucha.!!! no hace un calendario de vacunacion por edad.!!!! son tan WEONES..!!
EJEMPLO: hoy se vacunan los de 50 años. ( cronicos. profes. bomberos.. etc.) y mañana a los de 49 y pasado a los de 48...!!
#YoMeVacuno",1
207,Maria Paz,@Estoesloquesoy_,2021-03-04,"La segunda dosis de Sinovac duele
 Engañosamente venia pensando que seria igual de indolora que la primera 
 #YoMeVacuno",1
208,Daniel G. Alén,@dani_alen,2021-03-04," Segunda dosis recibida 
. Aunque sin foto del momento...espero que funcione igual 
                             #COVID19 #YoMeVacuno",1
209,Laura García,@LauraGarciaNo,2021-03-04,"Vayan a vacunarse soretes!!

No querés perderte Turismo? Bueno, qué tal unas vacaciones de 3 semanas en CTI?

  #YoMeVacuno",1
210,Fabiana Manzur,@FabianaManzur,2021-03-04,"Gente, 1900 muertos en 24hs en Brasil. Este virus muta... y por ahora no tiende a ser benigno. Vacunarse, es cuidarse, cuidar. No es política, es salud. #yomevacuno Gracias 
@gonzamoratorio
 por seguir explicando!",1
211,VANESSA VILLAZON B,@vanessavillazon,2021-03-04,"Entiendo que las EPS comienzan la vacunación el día 7 de marzo... cruzo lo dedos para que de las primeras en vacunarse sea mi abuelita de casi 100 años 
 @linadearmas
 @SecSaludVpar
 Esperaremos nuestro turno.  #YoMeVacuno",1
212,Diego,@_despinozag,2021-03-04,"El Covid ha sido tanto un ""presidio"" que literal me vacunaron un año y un día después de que llegó a Chile (soy docente de escuelas rurales). #YoMeVacuno",1
213,Alfredo Toker,@AlfredoToker2,2021-03-04,"""Solamente la vacunación masiva hará la diferencia.""
#YoMeVacuno",1
214,Manuel Ferre EligeSaludNutriéndote,@ESNutriendote,2021-03-04,"Yo ya me he puesto la primera dosis de la vacuna #pfizer. 

Me siento un privilegiado, gracias a 
@DN_Andalucia
 por ayudarnos al colectivo de #dietistas #nutricionistas a tener este privilegio, al igual que el resto de nuestros compis sanitarios.

#Yomevacuno",1
215,Pedro Carvajal V,@Peyuco20,2021-03-04,"#YoMeVacuno tengo 57 años,  afortunadamente, sin enfermedades bases. Mi señora, hipertensa, 59 años. Cuándo nos toca vacunarnos???",1
216,Guada Lagraña☆,@GuadaLagraa,2021-03-04,"Hoy nos dieron la noticia que el viernes le dan la primer dosis de la vacuna a mi mamá, se nos explota el corazón de felicidad!!!
 #VacunasCOVID19 #YoMeVacuno",1
217,EseAlcaraz,@Serg_Sam,2021-03-04,Estoy incluido en las listas de vacunación por trabajar en un centro de menores. Una gran noticia! #YoMeVacuno,1
218,Batllistas,@Batllistas_uy,2021-03-04,"La pandemia sigue en auge, sin embargo la vacunación va lenta. ¿Tanto se pidió por las vacunas y ahora los uruguayos no nos estamos vacunando?
 ¡Al Coronavirus lo derrotamos entre todos!
#YoMeVacuno",1
219,El señor Payá,@Petenus,2021-03-04,"Pues ya me he puesto la segunda toma de la vacuna de pfizer,y sabéis lo que me ha costado?0€,no 10.000 como en Arabia Saudí,0€. Gracias a nuestra sanidad pública. Que Dios nos pille confesados el día que los liberales manden.#YoMeVacuno #COVIDー19",1
220,Christian León Herrero,@ChristianDLH,2021-03-04,Mi abuela llevaba tres años sin salir de casa más allá del hospital en ambulancia. Hoy ha hecho un esfuerzo para ir al Centro de Salud a vacunarse. Hace un año no hubiéramos imaginado que esto sería posible. #YoMeVacuno #Aragon,1
221,VIKINGA CHÉ (Cogito Ergo Sum),@CogitoE58112915,2021-03-04,"#YoMeVacuno 
Esto no es una campaña política, esto no es una pulseada, acá está en juego la salud de todos. Quienes me conocen saben que me sobran los motivos y no voy a dejar librado al azar los temas de salud. Nunca cuestionamos las vacunas obligatorias (+)

YO ME VACUNO!!",1
222,Nurita,@NurMarMol,2021-03-04,"Puesta segunda dosis. Nuria versión 2.0 actualizada. Bill Gates, soy tuya. #YoMeVacuno",1
223,AOTEN Ostomizados,@ostomizadostfe,2021-03-04,"   Necesitamos que 
@SanidadGobCan
 nos priorice en la vacunación a los pacientes más vulnerables #laVacunaPaCuando #YoMeVacuno #yomevacunoscs 
  ",1
224,Aroa Gómez,@AroaGomezC,2021-03-04,"La sensación de tener claro de estar donde quieres estar #YoMeVacuno 
@SADUSoficial
 ",1
225,Jose Torga,@JoseTorga,2021-03-04,"Pues si, hoy me vacuno...
a ver que tal va el post-vacuna 
#YoMeVacuno ",1
226,RafaTinib,@RTinib,2021-03-04,"Si pagaran por vacunarse estarían todos los conspiranoicos pasándose sus fake news por la raja e irían pero como ""sólo"" les ofrecen no enfermarse ni enfermar a nadie que pueda morir entonces pa qué. Gente de mierda... 

#YoMeVacuno #Vacunas #Chile #VacunasCOVID19",1
227,El Viejo de la Bolsa,@elviejolabolsa,2021-03-04,"Vengo del vacunatorio clandestino, no entendí xq calientan con encendedor la vacuna pero ya cumplí #YoMeVacuno",1
228,Maria Camila Molina,@MCamilaMolinaAr,2021-03-04,"Mi resaca de pinchazo #Pfizer se basó principalmente en dolor de cabeza y dolor en el brazo que solo duró dos días. 
Pero siempre será mejor que la propia enfermedad COVID-19.

#YoMeVacuno por mí salud y por la de todos ",1
