,Nombre de usuario,Usuario,Fecha,Texto
2627,Gobernación de Antioquia,@GobAntioquia,2021-03-06,"""Recordar siempre el mensaje #CuidarnosYVacunarnos no podemos bajar la guardia, el virus sigue activo"": 
@LuisFSuarezV
, Gobernador (e) de Antioquia, sobre sustitución de vehículos de tracción animal. #UNIDOSPorUrabá 
 https://fb.watch/43js4bFhsj/"
2,MinSaludCol,@MinSaludCol,2021-03-06,"En la concha acústica de Mitú, Vaupés, el ministro 
@Fruizgomez
 recorrió la ruta de vacunación dispuesta por el Hospital Departamental de San Antonio. Al 5 de marzo en el departamento, se han vacunado 2.761 habitantes."
3,SecretaríaSaludCesar,@CesarSecSalud,2021-03-06,"#ReporteDiariio reportamos 35 nuevos casos de Covid-19 procedentes de: 
Valledupar 21
Bosconia 8
Agustín Codazzi 3
Becerril 2
Gamarra 1"
184,Instituto Nacional de Salud,@INSColombia,2021-03-06,"Con solo #COVID-19 hemos manejado doce millones de registros y #Sivigila integró en su producción de datos de covid-19 la información de las bases de datos de afiliados,BDUA, Sismuestras y el RUAF. #OpenDataDay "
143,Alcaldía de Bogotá,@Bogota,2021-03-06,"La alcaldesa 
@ClaudiaLopez
 realizó un balance de los avances, logros y dificultades a los que se enfrentó Bogotá, tras cumplirse un año de la llegada de la pandemia por coronavirus. Conoce todos los detalles aquí “Bogotá ha tenido una vacuna permanente y es la cultura ciudadana”: Alcaldesa
La alcaldesa Claudia López habló en entrevista para City Noticias sobre los avances y dificultades de Bogotá tras cumplirse un año de la pandemia.
bogota.gov.co"
2604,Alcaldía de Bogotá,@Bogota,2021-03-06,"Así fue el homenaje solidario de 
@PoliciaBogota
 a quienes nos han dejado a causa del COVID-19. 

#UnAñoSalvandoVidasCitar Tweet
Mayor General Oscar Antonio Gómez Heredia
@PoliciaBogota
 · 18h
#HeroeDelCuadrante |Unidos en este sentido homenaje solidario 
a lo largo y ancho de nuestra hermosa capital  #UnAñoSalvandoVidas 
@Bogota 
@MinSaludCol
0:33
1,6 mil reproducciones"
2602,Alcaldía de Bogotá,@Bogota,2021-03-06,#UnAñoSalvandoVidas y manteniendo el horizonte en una educación de calidad. Logramos la firma de un acuerdo histórico con el SENA para diversificar la oferta educativa y fortalecer la doble titulación.
161,Secretaría Distrital de Salud,@SectorSalud,2021-03-06,"Bogotá conmemorará la solidaridad, cuidado y resiliencia de sus habitantes y a homenajeará a quienes fallecieron por covid-19.

Conoce todos los detalles Un año de pandemia: Bogotá rendirá homenaje a fallecidos por COVID-19
Este sábado 6 de marzo, Bogotá hará un reconocimiento a la solidaridad, cuidado y resiliencia de su gente; así como un homenaje a fallecidos por COVID-19.
bogota.gov.co"
160,Canal Institucional,@InstitucionalTV,2021-03-06," Hasta el 1 de abril, Avianca suspendió más de 20 rutas de vuelos internacionales debido a la emergencia por la pandemia del covid-19, conoce cuáles son aquí Estas son las 24 rutas de vuelo suspendidas por Avianca | A Colombia la hacemos todos
canalinstitucional.tv"
189,MinSaludCol,@MinSaludCol,2021-03-06,"El 90% de la población de Mitú, en Vaupés, es de origen indígena. Hasta aquí llegó 
@MinSaludCol
 para verificar los avances del Plan Nacional de Vacunación, que cubre a 26 etnias que habitan en esta parte del cinturón amazónico."
2606,MinSaludCol,@MinSaludCol,2021-03-06,"Informe de actividad de #vacunación en Colombia
, con corte al 6 de marzo de 2021, 4 p.m.

#YoMeVacuno"
4,Gobernación del Huila,@HuilaGob,2021-03-06,"41 casos de Covid19 se confirmaron hoy para el Huila

El acumulado departamental de resultados positivos llega a 49.931, de los cuales permanecen activos 341 casos.

La Sala de Análisis del Riesgo para el evento Covid19 confirma 41 casos en 8 municipios distribuidos así:"
223,Gobernación del Meta,@GobMeta,2021-03-06,"¡La vacunación salva vidas! Todos podemos hacer pedagogía para derrumbar los mitos alrededor de la vacuna contra el #Covid_19. En estos momentos, el riesgo más grande es no aplicarse la vacuna. #YoMeVacuno"
6,Presidencia Colombia,@infopresidencia,2021-03-06," #Noticia | Este fin de semana llegarán a Colombia 1’505.880 vacunas de Sinovac, para continuar el Plan Nacional de Vacunación.Este fin de semana llegarán a Colombia 1’505.880 vacunas de Sinovac, para continuar el Plan...
Este fin de semana, en dos vuelos de pasajeros procedentes de Pekín, llegarán al país 1’505.880 biológicos de Sinovac, para reforzar el Plan Nacional de Vacunación adelantado por el Gobierno del...
idm.presidencia.gov.co"
2614,Gobernación de Antioquia,@GobAntioquia,2021-03-06,"La llegada de la vacuna enciende una luz de esperanza, empezamos a pasar la página del dolor y la angustia, pero el proceso es gradual y debemos seguir cuidándonos.

RECUERDA:
Uso de tapabocas 
Distanciamiento social 
__
Lavado frecuente de manos 
#CuidarnosYVacunarnos."
185,MinSaludCol,@MinSaludCol,2021-03-06,"#JuntosFrenteAlCovid Para la atención oportuna de pacientes afectados por la COVID-19, brindamos todo el apoyo necesario a los territorios, con ventiladores, monitores, equipos de Rayos X, bombas de infusión, camas UCI, camillas, desfibriladores y ecógrafos."
201,Presidencia Colombia,@infopresidencia,2021-03-06,"#JuntosFrenteAlCovid | A raíz de la pandemia aceleramos la implementación del Programa Devolución del IVA, llegando a un millón de hogares en 2020. Este año llegaremos a dos millones de familias con esta transferencia monetaria."
5,Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2021-03-06,"Con 3.888 dosis aplicadas, Antioquia llega a 31.836 vacunados contra #COVID19.

Las más recientes dosis por municipio fueron: Medellín (1727), Bello  (148), Envigado  (333), Sabaneta  (12), Girardota  (28), Copacabana  (18), Caldas (42), Barbosa  (28), Itagüí  (154)."
212,Alcaldía de Bogotá,@Bogota,2021-03-06,"#Hoy se cumple un año desde que el COVID-19 llegó al país. Hacemos un homenaje a las mujeres y hombres que nos cuidaron y a quienes nos dejaron en este año tan difícil y de grandes retos en medio de una pandemia.

Acompáñanos. 

#UnAñoSalvandoVidasAlcaldía de Bogotá
@Bogota
#Hoy se cumple un año desde que el COVID-19 llegó al país. Hacemos un homenaje a las mujeres y hombre que nos cuidaron y a quienes nos dejaron en este año tan difícil y de grandes retos en medio de...
pscp.tv"
196,Supersalud,@Supersalud,2021-03-06,"En Tunja, el Superintendente se reunió con la 
@SSaludBoyaca
, red prestadora y representantes de las #EPS para analizar el flujo de recursos y presentar el diagnóstico realizado por el equipo élite al programa de vacunación y PRASS en #Boyacá."
210,Canal Institucional,@InstitucionalTV,2021-03-06,"Con la #AlianzaRegional transmitimos la lucha colectiva contra el Covid en todo el país 
. Eso sí, mostrando la cara positiva que nos ha dejado #UnAñoDePandemia."
9,Clara Luz Roldán González,@ClaraLuzRoldan,2021-03-06,"Con satisfacción anuncio que por disposición de 
@MinSaludCol
, llegaron al departamento 10.410 dosis de vacunas anti COVID-19 de pfizer y  estamos a la espera de otras 5.000, para cubrir el 100% de trabajadores de la salud de primera linea de Cali, según reporte plataforma PISIS"
211,Presidencia Colombia,@infopresidencia,2021-03-06,"#JuntosFrenteAlCovid | Con el Programa de Apoyo al Empleo Formal (PAEF), hemos protegido más de 3,9 millones de empleos en el país durante la pandemia. El subsidio les otorga a los empleadores el 40% del salario mínimo por cada empleado."
272,Alcaldía de Bogotá,@Bogota,2021-03-06,"A un año de la pandemia el secretario de salud Alejandro Gómez, destaca los aprendizajes del sector salud y la acertada respuesta del Distrito ante la llegada del coronavirus. #UnAñoSalvandoVidas“La gran enseñanza es que la vida es irremplazable”: Secretario de Salud
A un año de pandemia, el secretario de Salud destaca los aprendizajes del sector salud y la acertada respuesta del Distrito ante la llegada del coronavirus
bogota.gov.co"
206,SecretariaSaludCauca,@saludcauca,2021-03-06,"#CaucaSeVacuna 
Reporte Plan Nacional Vacunación contra el COVID_19 en el Departamento del Cauca con corte a las 4 PM del 05 de marzo de 2021.

Total dosis aplicadas: 5.500
Porcentaje de vacunación: 85% 
@MinSaludCol
 @GobCauca"
205,Gobernación de Antioquia,@GobAntioquia,2021-03-06,"Con 486 casos nuevos registrados, hoy el número de contagiados por COVID-19 en Antioquia se eleva a 347.316.
 Medellín (256)
 Bello (46)
 Envigado (29)
 Itagüí (21)
 Rionegro (19)
 Caldas (12)
 Sabaneta (11)
 Apartadó (11)
 Copacabana (7)
 El Santuario (6)"
204,Instituto Nacional de Salud,@INSColombia,2021-03-06,"#INSTeCuenta Al cumplirse mañana #UnAñoDePandemia en Colombia, nuestra directora, Martha Ospina, resumió las cuatro líneas de trabajo del INS que han acompañado la respuesta técnica a la pandemia. Esto dijo en el programa presidencial #AcciónYPrevención "
203,Supersalud,@Supersalud,2021-03-06,"@Supersalud
 inspeccionó cuartos de almacenamiento de vacunas #Covid_19 de 
@SectorSalud
 y verificó cómo avanza el proceso de vacunación en #Bogotá I #SeguimientoALasVacunas"
202,MinSaludCol,@MinSaludCol,2021-03-06,"#JuntosFrenteAlCovid Consulta las principales noticias
 registradas durante el primer año de la llegada de la COVID-19 a Colombia
 

 Ingresa a: http://bit.ly/BoletinesCovid19…"
199,Presidencia Colombia,@infopresidencia,2021-03-06,"#JuntosFrenteAlCovid | A un año de la pandemia por el covid-19, hoy somos más fuertes. Fortalecimos nuestro sistema de salud, estamos en la primera etapa del Plan Nacional de Vacunación, y nuestros profesionales de salud cuentan con las capacidades para atender a los colombianos."
186,Presidencia Colombia,@infopresidencia,2021-03-06,"Este sábado, a las 2:45 p.m., llegaron al país 958.000 vacunas de la farmacéutica Sinovac, en un vuelo de la empresa aérea KLM, con ruta Pekín-Ámsterdam-Bogotá, lo que permitirá reforzar el Plan Nacional de Vacunación contra el covid-19. #JuntosFrenteAlCovid"
198,Supersalud,@Supersalud,2021-03-06,"#JuntosFrenteAlCovid | Durante este año de pandemia por #COVID19, en la Supersalud se fortalecieron los canales de atención al usuario, incrementando el número de respuestas a la solicitudes realizadas por los ciudadanos."
197,MinSaludCol,@MinSaludCol,2021-03-06,"#JuntosFrenteAlCovid A un año del COVID-19, avances y resultados importantes han demostrado la capacidad de respuesta del Gobierno Nacional. 
Los detalles: http://bit.ly/2OxZrAE"
193,Presidencia Colombia,@infopresidencia,2021-03-06,"#JuntosFrenteAlCovid | Durante el primer año de pandemia hemos apoyado a los colombianos más vulnerables. Destinamos $13, 6 billones en los programas sociales: ‘Familias en Acción’, ‘Jóvenes en Acción’, ‘Ingreso Solidario’, ‘Devolución del IVA’ y ‘Colombia Mayor’."
192,Claudia López,@ClaudiaLopez,2021-03-06,"La gran prioridad de 
@Bogota
 este año es vacunar por lo menos a 5.700.000 bogotanos para lograr la inmunidad de nuestra población.

Para este lunes todo el personal médico y asistencial de los 71 hospitales de Bogotá tendrán 100% su primera dosis de vacuna. 

#UnAñoSalvandoVidas"
191,MinSaludCol,@MinSaludCol,2021-03-06,"#JuntosFrenteAlCovid Colombia
  fortaleció su capacidad asistencial para la atención de COVID-19, garantizando la atención de pacientes críticos en todo el país."
190,Claudia López,@ClaudiaLopez,2021-03-06,"En honor a quienes nos dejaron a causa del coronavirus, creamos el Jardín de la Esperanza, en 
@SectorSalud
 y el Bosque El Abrazo, en la reserva Thomas Van Der Hammen; como símbolo de que su energía vital siempre estará con nosotros.

#UnAñoSalvandoVidas"
187,MinSaludCol,@MinSaludCol,2021-03-06,"#ReporteCOVID19 6 de marzo:

4.269 recuperados
3.663 nuevos casos
112 fallecidos

Muestras: 40.733
PCR: 25.899
Antígeno: 14.834

Total:

2.172.418 recuperados
2.273.245 casos 
60.412 fallecidos
11.695.919 muestras procesadas
33.203 casos activos

http://bit.ly/ReporteCovid19"
2636,Alcaldía de Bogotá,@Bogota,2021-03-06,"Nuevos retos y prioridades nos puso la pandemia, los ciudadanos debían permanecer en sus hogares, cuidando de los niños, niñas y adultos mayores, por eso todo el Distrito busco los sectores más vulnerables para llevar a los hogares ayudas alimentarias. #UnAñoSalvandoVidas"
2635,Secretaría Distrital de Salud,@SectorSalud,2021-03-06,"#UnAñoSalvandoVidas Como muestra de reconocimiento y gratitud a trabajadores de la salud que dieron su vida para salvar otras, hoy los honramos a través de la energía vital de plantas y flores. 
#EnVivo 
https://bit.ly/2MYdlvq"
364,Claudia López,@ClaudiaLopez,2021-03-06,"#EnVivo 
 | A esta hora con un acto ecuménico conmemoramos a quienes han fallecido por COVID -19 y a nuestro sector salud tras un año desde la detección del primer caso de coronavirus en Bogotá. 

#UnAñoSalvandoVidas

¡Acompáñennos!Alcaldía de Bogotá
@Bogota
#Hoy se cumple un año desde que el COVID-19 llegó al país. Hacemos un homenaje a las mujeres y hombre que nos cuidaron y a quienes nos dejaron en este año tan difícil y de grandes retos en medio de...
pscp.tv"
341,Alcaldía de Bogotá,@Bogota,2021-03-06,"#UnAñoSalvandoVidas | Hemos propuesto implementar líneas de producción de vacunas a cuatro países para empezar su proceso en Bogotá a las farmacéuticas de Sinovac, Sputnik V, Astrazeneca y Johnson & Johnson.

¡La buena noticia de hoy! "
49,Presidencia Colombia,@infopresidencia,2021-03-06,"Trabajamos para garantizar las operaciones de comercio exterior durante la pandemia, asegurando el abastecimiento de los colombianos. 

#JuntosFrenteAlCovid"
336,Alcaldía de Bogotá,@Bogota,2021-03-06,"Nuestra prioridad son las mujeres y a pesar de la pandemia hemos entregado el 63% de los subsidios de vivienda a ellas, en su mayoría, madres cabeza de hogar. #UnAñoSalvandoVidas"
347,Presidencia Colombia,@infopresidencia,2021-03-06,Diseñamos el Plan Nacional de Vacunación contra el covid-19 con el propósito fundamental de salvar vidas. Lo llevaremos a cabo en 2 fases y 5 etapas priorizando a la población más vulnerable frente al virus. #ColombiaSeVacuna
365,Orlando Benítez,@orlandobenitezm,2021-03-06," SAHAGÚN: Ocupación UCI TOTAL: 24 camas
Ocupación UCI #COVID19 10 camas instaladas Disponibles: 6 Camas
Ocupación UCI NO COVID: Camas instaladas: 14
Disponibles: 4 Camas"
363,Orlando Benítez,@orlandobenitezm,2021-03-06,"LORICA Ocupación UCI  TOTAL: 28 camas 
Ocupación UCI #COVID19:  18 camas instaladas, Disponibles: 14 Camas
Ocupación UCI NO COVID: 10 camas instaladas. Disponibles: 7
 CERETÉ: Ocupación UCI #COVID19 13 camas instaladas: Disponibles: 4 Camas"
2641,Gobernación de Antioquia,@GobAntioquia,2021-03-06,"""Estamos evidenciando una disminución en las cifras de contagios de COVID-19, pero el virus sigue circulando y debemos #CuidarnosYVacunarnos"": 
@LuisFSuarezV
, Gobernador (e) en Apartadó Stereo. 
 https://apartadostereofm.com/online/"
2640,Alcaldía de Bogotá,@Bogota,2021-03-06,"#UnAñoSalvandoVidas 

Amparo Álvarez: ¡una guerrera! 
Esta paciente, que un día se dedicó a salvar vidas como auxiliar de enfermería, duró 8 días en una UCI del hospital Santa Clara, en Bogotá, luchando contra el covid-19, enfermedad a la que finalmente venció "
356,Secretaría Distrital de Salud,@SectorSalud,2021-03-06,"#UnAñoSalvandoVidas La alcaldesa 
@ClaudiaLopez
, el secretario 
@AlejandroGL2014
, la directora del 
@JBotanicoBogota
, 
@MLPerdomo
, y familiares de víctimas del covid-19 sembraron plantas en el Jardín de la Esperanza, en 
@SectorSalud
, en honor a quienes nos dejaron a causa del virus"
