,Nombre de usuario,Usuario,Fecha,Texto,sentiment_value
120,Arturo Rodriguez,@arturo2driguez,2021-02-26T18:24:15.000Z,las eps en colombia son las encargadas de aplicar la vacuna contra el covid19qué podría salir mal,0
121,Valentina Hurr,@_Valentinahurr,2021-02-26T17:48:20.000Z,colombia últimos en traer la vacunacolombia también en el tolima se están perdiendo las vacunas por elevación de temperatura ,0
122,Gilberto Ojeda,@gilbert0227,2021-02-26T17:32:01.000Z,esto es colombia investigan 20 personas por colarse para la aplicación de la vacuna que irán hacer será que le van a sacar la vacuna donde esta el control,0
123,mayamayas,@mayamayas,2021-02-26T16:50:03.000Z,cuba tiene para prueba dos vacunas soberana 1 y 2 gracias a su desarrollo científico y experiencia de 30 años fabricando vacunas argentina producirá la sputnik v y desarrolla tres proyectos para producir su vacunacuántos proyectos científicos lidera colombia fruizgomez,0
124,Dayana Saavedra,@dayasaavedra,2021-02-26T16:23:02.000Z,vengo del futuro y sí en colombia se viene el cartel de la vacuna,0
125,luisrodevia 55/86,@luisrodevia,2021-02-26T15:14:23.000Z,profecíauna vacuna fallara y la usaran intensamente en colombia,0
126,Angelitrona,@angiehappy7,2021-02-26T14:04:47.000Z,también saben que los tarritos usados de las vacunas las van a llenar de quien sabe otra cosa y van a venderlas a los más bobos como vacuna ya en colombia uno de espera todo lo peor desafortunadamente,0
127,Lunfis Taylor,@Lunfaro,2021-02-26T13:51:17.000Z,va a terminar más contagiada la gente por estar haciendo fila para la vacuna esto es colombia,0
128,Call me Chinaza,@leidymarmalade,2021-02-26T13:49:30.000Z,todas las cosas que puedan salir mal con la vacuna saldrán mal especialmente en colombia,0
129,William Acero,@fdoking,2021-02-26T13:45:34.000Z,cuánto cuesta una vacuna en colombia con presidente ministros gobernadores alcaldes procuraduría contraloría y demás comitivas más la logística para distribuir pequeños lotes ,0
130,Felipe,@icristianefe,2021-02-26T13:36:04.000Z,estoy empezando a odiar más la frase biológico refiriéndose a la vacuna que preciado líquido al agua los medios de comunicación de colombia son unos hijueputas payasos,0
131,Fernando salgado mendoza,@salgadomendozaf,2021-02-26T13:29:33.000Z,definitivamente en colombia todo se vuelve un caos por la falta de organización tramitología que le dan a esta situación del covid19 es irrelevante que tengan haciendo fila a las personas adultos mayores para la vacuna ellos tienes prioridad los adultos mayores ,0
132,Foxtrooper,@kovalsqui,2021-02-26T13:13:10.000Z,china inventó el viruschina creó la vacunachina vende vacunascolombia narco país,0
133,Primera Página Radio,@PPRadio919,2021-02-26T13:00:41.000Z,noticiasppradio en enero de 2021 bajó a 352 el porcentaje de hogares colombianos que no está interesado en aplicarse la vacuna contra el covid19 encuesta danecolombia javeriana919fm colombia,0
134,Dávila Juan,@duanjavila,2021-02-26T12:19:05.000Z,tengo miedo de que por allá en el 2024 cuando se aproxime mi turno de ser vacunado me salgan con que probarán la nueva vacuna desarrollada en colombia,0
135,Carlos Sánchez,@CarlosS45815226,2021-02-26T12:12:35.000Z,el gobierno de colombia a cambio de legalizar tantos tantos migrantes ha debido cojer ejemplo de chile en la compra de la vacuna para el covid 19 o peste da tristes ver cómo la corrupción y burocracia abandona a sus ciudadanos,0
136,Mathilda,@Luloberta,2021-02-26T12:00:45.000Z,cómo es posible que la vacuna con menos porcentaje de efectividad vaya a ser la que le coloquen a las personas mayores de 80 años solo pasa en colombia ivanduque,0
137,David Parejo Vásquez #QuédateEnCasa,@davij18,2021-02-26T11:47:25.000Z,muchos países hoy están utilizando la vacuna de sinovac para reducir la mortalidad del covid19 sin embargo en colombia algunos destructores critican al gobierno por comprar estas vacunas que según ellos no tiene efectividad esa gente sólo buscan ser protagonistas,0
138,Alexis Miguel Perez Toledo..,@AlexisPerezChi,2021-02-26T11:41:36.000Z,gente en colombia si ustedes apoyan las compras de la vacuna china entoces ustedes creen en esa tal historia del murcielagola colombia humana son todosculpa de fecode les cortan las piernas y les venden las muletas fin del hilo,0
139,UM FM,@EmisoraUMFM,2021-02-26T11:40:46.000Z,según la encuesta pulso social danecolombia trimestre nov 2020ene 2021 la intención de aplicación de vacuna contra el covid19 en el eje cafetero esmanizales 647pereira 619 armenia 594elmatutino,0
140,Esperanza Rico Laverde,@EsperanzaRicoL,2021-02-26T10:51:02.000Z,66157 personas ya han sido vacunadas contra el covid 19 en colombia informó el ministerio de saludsegún el dane 64 de los hogares colombianos está interesado en aplicarse la vacuna contra el covid19,0
141,Carlos Romero,@carlosropi,2021-02-26T10:44:57.000Z,que triste ver que algunos políticos ya tiene primera dosis de la vacuna y muchas personas de la salud que tiene prioridad aún no se les ha dado ni información de aplicación colombia y su politiqueria es terrible ,0
142,Roger García,@RogerAderly,2021-02-26T02:56:14.000Z,loúltimo colombia pone en cuarentena a 5 777 dosis de la vacuna de sinovac tras detectarse una desviación en la temperatura se suspende la vacunación en tolima,0
143,Pandemio,@guecha_pandemio,2021-02-26T02:32:00.000Z,el pan d cada dia son las vacunas pero q ira ha pasar si no aparece la vacuna para la corrupcion y q en colombia se necesitan muchas la d los electores masoquistas y la d los gobernantes entreguistas y avarientos tenemos una posible prueba colombia humana,0
144,Leonel bustos Rincon,@LeonelbustosRi1,2021-02-26T01:56:03.000Z,como van a controlar en colombia que realmente coloquen la vacuna y no sea una farsa aplicar agua destroxa jeringas vacías y aplicar otra cosa vídeos circulan en todo el mundo de la farsa a la gente y en colombia que son más mañosos y ratas y se roban las vacunas,0
145,Miguel Angel,@miguelariza,2021-02-26T01:56:00.000Z,el colombia el proceso de vacunación va a ser un fracaso por el arribismo con el cual la gente a a valorar la vacuna que le toque va a ser nuestro nuevo de qué colegio saliste,0
146,Marybel Cordoba Guer,@MarybelCG,2021-02-26T01:50:57.000Z,pregunta así como vamos en cuanto tiempo se terminará de aplicar la vacuna en colombia regla de tres ,0
147,Carretero,@tony112127,2021-02-26T00:41:14.000Z,ya hay vacuna covic cada muerto por covic en colombia es culpa del marrano de ivanduque,0
148,Leo Larrazabal,@lamoleo,2021-02-25T23:59:32.000Z,atención el presidente iván duque anunció que colombia compró 5 millones de dosis adicionales de la vacuna desarrollada por sinovac y se encuentra en negociación para adquirir 5 millones más noticucuta cucutadenuncia tachiranoticias,1
149,VictorCórdova,@VicCordovaGt,2021-02-25T23:27:15.000Z,estuviera viviendo en colombia ah pero yo quería regresarme en el salvadoro usa ya estuviera con la vacuna y al menos no le hubiera estado viendo la cara a jimmy ni a yamaté,0
150,Peter,@German_9725,2021-02-25T21:36:28.000Z,entre otras noticias fui seleccionado para el ensayo de la vacuna curevac que se esta haciendo en colombia por acá contaré como me voy sintiendo y eso,0
151,LUCHO AK7,@LuchoAK7,2021-02-25T21:17:13.000Z,colombia compró la vacuna rusa ,0
152,CSILaboral,@CSILABORAL,2021-02-25T21:13:37.000Z,porque hay tanto silencio por parte de los políticos de colombia en especial del congresocol y senadogovco de verdad están aun esperando la vacuna o ya se la aplicaron claro nos la vienen aplicando hace años a todos nosotros los col laluciernaga hora20 gusgomez1701,0
153,SembrarEsperanza,@leofcolorado,2021-02-25T20:06:56.000Z,leo de muchos contactos de otros países que ya se aplicaron la primera dosis de alguna vacuna contra el covid19 adivinen en que país colombia no he visto que algún contacto diga que ya le aplicaron al menos una dosis de alguna vacuna,0
154,Marc Hofstetter,@mahofste,2021-02-25T19:59:54.000Z,españa estudia administrar una sola dosis de la vacuna a aquellos que ya contrajeron el covid en colombia esa estrategia liberaría cerca de dos millones de dosis vale la pena estudiarlo con celeridad,0
155,Patico,@Patico409,2021-02-25T19:13:16.000Z,en valdivia que no si no lluvia están probando una vacuna otra de las ya probadas en chile y la academia en colombia bien gracias dedicada a los refritos de siempre,0
156,MACARSI,@MACARSI2,2021-02-25T18:22:42.000Z,es increible que mientras medicos a nivel mundial hablan de las consecuencias de la vacuna aqui la gente siga como borregos dejandose llevar al matadero mientras que la haya le ordeno al gobierno holandes no hacer mas toques de queda aqui en colombia duque sigue con sus mentiras,0
157,Angiely,@ANNALVAREZG,2021-02-25T18:09:40.000Z,en colombia se aprobó y ejecutó la dosis mínima la dosis mínima de vacuna covid19 ,0
158,yoligrilla,@yoligrilla,2021-02-25T18:04:25.000Z,pues si anima ver noticias de ancianos recibiendo la vacuna en colombia,0
159,Cristian M.J.,@socialholico,2021-02-25T15:20:04.000Z,colombia chile brasil y uruguay con gobiernos de derecha le apostaron a la vacuna china de sinovac perú y bolivia a la vacuna china de sinopharm ecuador sigue estancado en una gran encrucijada ideológica que cada día nos cuesta vidas,1
160,Alejandro Camacho,@ConAlejo2,2021-02-25T15:00:10.000Z,vivir en colombia y protestar para no seguir aguantando hambre por una educación digna por una vacuna por el derecho a trabajar etc nos está costando un ojo de la cara nomasesmad,0
161,Andresvargass,@Andresvargass2,2021-02-25T14:53:39.000Z,chile vacuna 17 de su población colombia bien gracias,0
162,Tony,@Fulci78,2021-02-25T14:44:03.000Z,victoria abril tiene miedo da la vacuna que no está testada pero la droga desde el 80 que lleva en su cuerpo esa sí testadisima por pfizer colombia,0
163,yayo,@jairmashud,2021-02-25T14:32:48.000Z,digan lo que diganhagan lo que hagan jamás podrán superar lo mejor que ha tenido colombia como presidente alvarouribevel mejoró el paisdignificó al estado y al puebloha sido y sigue siendo la vacuna para todos los bandidos uribemejoroacolombia,0
164,Maria Ossa,@anamariaossao,2021-02-25T12:46:16.000Z,uribemejoroacolombiavive colombia viaja por ella mamertos gracias a uribe pueden presumir sus viajes por colombia en redes antes de uribe no se podía viajar sin pagar vacuna o que te secuestran o violaran los comunescol,0
165,Almanaque Bristol,@malditosudoku,2021-02-25T11:28:16.000Z,qué asco el chanchullo que están haciendo con la vacunación en colombia rinden las vacunas pasan gente por debajo de cuerda para que reciba la vacuna antes de tiempo y sin más cambian la priorizaciónqué maldito asco minsaludcolson unos malditos corruptos,0
166,Nigrorose,@Nigroroses,2021-02-25T04:53:08.000Z,292600 dosis de vacuna para covid19 ha recibido hasta hoy colombia sólo se ha aplicado el 1727 de estas esto solo produce tristeza rabia impotencia y desconfianza en las autoridades con la falsa promesa de vacunar 135000 pnadía ya no habría dosis disponibles perono,0
167,maria betancur n,@mariabetancur9,2021-02-25T02:24:11.000Z,en colombia se recibió el segundo lote con 50310 dosis de la vacuna de pfizer ayer por su parte el invima autorizó el uso de emergencia de la vacuna contra el c19 desarrollada por la farmacéutica astrazeneca,0
168,Gustavo zuluaga,@Gustavozuluaga7,2021-02-25T02:17:24.000Z,muy mal por el ministerio de salud de colombia altera sin ningún motivo la priorización del personal de salud que atiende pacientes covid19 en la aplicación de mi vacuna ,0
169,Descabellos,@Descabellos,2021-02-25T01:54:07.000Z,saninpazc desperdició anoche la oportunidad de hacerle a andreanimalidad la única pregunta que vale la pena hacerle a un vegano en colombiase va a aplicar la vacuna contra el covid19 pese a que está probada en animales,0
170,Andersson Bonfante z,@Anderbonfante,2021-02-25T01:39:03.000Z,colombia tambien compro esa vacuna,0
171,Julio C. Quintana,@JQ_prensa,2021-02-25T01:07:22.000Z,desde un webinar de la fundaciongabo sobre el tratamiento de las informaciones sobre el coronavirus covid y pandemia el coordinador de estudios sobre covid19 en colombia carlos álvarez señaló y me encantó la mejor vacuna es la que llega primero a mi brazo,1
172,Jaime Arango,@tyronesp61,2021-02-25T00:33:37.000Z,si da un poco de piedra eeuu vacuna un millón y medio de personas por día colombia no ha podido vacunar 50000,0
173,Sergio Held,@sergioheld,2021-02-25T00:04:22.000Z,esta noche dormirán en las bodegas en donde las tengan almacenadas en colombia 241776 dosis de vacuna contra el sarscov2quien no dormirá esta noche es el personal médico en la primera línea los vacunarán esta noche o sólo es de 9 a 5,0
174,Diego Maldonado,@DiegoMaldonadoR,2021-02-24T20:46:57.000Z,respecto a la vacuna evitar colados cuando la priorización y envio de dosis a los territorios no es clara es casi imposible ante tantos vacíos aparecen los vivos que sobran en colombia,0
175,Camila Mora,@camilamora1820,2021-02-24T20:22:22.000Z,no voy a decir que no me alegra ver como vacunan a todo mi centro de salud en serio se lo merecenpero de verdad minsaludcol nosotros los rurales somos los únicos que no recibiremos la vacuna con la alta exposición diariame dueles colombia mivacunasso,0
176,Mutual SER EPS,@Mutualsereps,2021-02-24T20:19:56.000Z,en el mundo tenemos más de 200 millones de vacunas aplicadas en colombia se está acelerando la aplicación de la misma rodrigo restrepo gonzález de gestarsalud en su intervención en el panel virtual por qué ponerse la vacuna del covid19mutualsereps mutualpensandoenti,0
177,𝕽𝖆𝖋𝖆𝖊𝖑 𝕭.𝕲,@REBEGE,2021-02-24T18:59:29.000Z,desde el momento en que se planteo la viabilidad de hacer una vacuna para la covid se debía vislumbrar un plan de priorización y vacunación actualizándose con la evidencia clínica y las experiencias de países que vacunaron primerono se hizo nada en colombia,0
178,Amaranta,@Elvia2008,2021-02-24T18:41:22.000Z,acabamos de hablar con colombia mañana le ponen la primera dosis de vacuna a mi suegro 85 años cucha que llantera más tonta superabuelo elextercoleromulticulturaldemicasa ,0
179,Juan Diego Galvis,@juandiegogalvis,2021-02-24T17:53:32.000Z,tranquilos colombia es un país que desde hace años sabe lo que es pagar una vacuna,0
180,OscarGabrielFrancoLaverde,@franco_laverde,2021-02-24T17:48:27.000Z,así las cosas y al paso de tortuga de la vacunación en colombia mi vacuna estará para el 2022 si estoy de buenas nos vemos minsaludcol,0
