username,location,text
ProdemuTarapaca,"Tarapacá, Chile","En la Posta de Matilla, en #Pica, también se está vacunando contra el #Covid-19.

Acude de acuerdo al calendario de inmunización establecido por el @ministeriosalud.
Revísalo aquí ⬇️
https://t.co/kV0XZoL3qD

#YoMeVacuno💉
#Tarapacá #Iquique #Tamarugal https://t.co/xLGNWk4Sve"
LCubilla10,Uruguay,"Muchos se hacen los rebeldes y rechazan la vacunación para demostrar que son libres. Bien que cuando mañana se abran las fronteras y pidan la vacunación para viajar van a salir corriendo a vacunarse.
La libertad es responsabilidad. #UruguaySeVacuna #YoMeVacuno"
NthGauna,"Bogotá, D.C., Colombia","Casual, viendo porno de tw en la notaría, pues los clientes nada que llegan, retardados como la vacuna en Colombia."
pablodmv,Montevideo,"Vacunarse no es un acto de solidaridad. Es un acto de responsabilidad individual.Te quieren hacer creer que sos un héroe al mismo tiempo que sacan prestaciones a los que más necesitan. Si querés ser un héroe, sé solidario y ayuda a los más vulnerables. Luchá por ellos #YoMeVacuno"
CAJTA_oficial,"Calle Plaza Prat 570, Iquique","#TuAccesoALaJusticia #YoMeVacuno
📣En el marco del Día Internacional de la Mujer este 8 de marzo, les invitamos a seguirnos en nuestro Instagram Live  👇 https://t.co/PFelit6tBq"
SanidadNavalARC,Cr. 13 N°26-50 Edificio Bachue,"Nuestro personal del establecimiento de sanidad de #Buenaventura, recibió la primera dosis de la vacuna contra el COVID-19.

Seguimos avanzando en la implementación del Plan Nacional de #VacunaciónCOVID19 

#YoMeVacuno https://t.co/3N0QxUbezZ"
eabella29,EN ALGÚN LUGAR DE MONTEVIDEO.,"@DrDanielSalinas Gracias Doctor Salinas por 
Abrir más grupos. Me daba 
Pena ayer que fue poca gente 
El virus no se toma vacaciones. 
#YoMeVacuno"
gisela_fischman,"Metropolitana de Santiago, Chile",#YoMeVacuno #segundadosis Vamos que vamos!! Todos contra el bicho! Alta felicidad! https://t.co/KWwEAC3VvQ
MetroBBNN,"Santiago, Chile",[#yomevacuno] ¡Seguimos avanzando! Recuerda que esta semana comenzó el proceso de inoculación de 2da dosis contra el #Covid_19. Si necesitas información ingresa a https://t.co/xWafqKzTUz https://t.co/YBPbV5a6OG
dreamssellerorg,MENDA LERENDA,@DrDanielSalinas Arranque sin mi #YoNoMeVacuno https://t.co/xFer12PuuT
TipicaLoca,Barros Narcos.- ,"En la AMSJ hubo que contratar personal de apuro porque un piso entero está enfermo de covid. 

VACÚNENSE

#YoMeVacuno, de hecho, espero la segunda dosis."
mbazzino,,"Aquí no es un tema de sinovac o pfizer personalmente tengo confianza en  ambas vacunas y me voy a vacunar con la que me designen y el día que me designen , confianza en las vacunas , son, probadas seguras y confiables #YoMeVacuno @DrDanielSalinas @JoseSatdjian @MSPUruguay"
MonicaCappetta,Uruguay ,"Ojala tuviese 55 años!! 
#YoMeVacuno"
BurriezaMateos,"Valladolid, España","La #NuevaNormalidad #YoMeVacuno y #COVID19 en viñetas, 05.03.2021. Va un Anexo sobre las tribulaciones de los que mandan aquí (hablo de #CastillaYLeón) para ser, no ser, y viceversa; la viñeta es de @ErnestoRodera https://t.co/eqEa1wQyK0"
SanidadMilCo,,"Seguimos avanzando en la primera línea de esfuerzo de la #OperaciónSanRoque, vacunando #AEstaHora a integrantes del Subsistema de Salud de primera línea de las @FuerzasMilCol en el Dispensario Norte de #Bogotá.

#YoMeVacuno
#VacunaciónCOVID19 https://t.co/e1ZMTYPWmO"
ministeriosalud,Chile,"- Vacunación contra #COVID_19 al 5 de marzo a las 11:00 horas, entre hombres y mujeres. #YoMeVacuno✌️ https://t.co/DkptTFDNAc"
ministeriosalud,Chile,- Total de personas de 60 años y más vacunadas contra el #COVID_19 al 5 de marzo a las 11:00 horas. #YoMeVacuno✌️ https://t.co/l20n9OqXri
ministeriosalud,Chile,- Total de personas vacunadas contra #COVID_19 al 5 de marzo a las 11:00 horas. #YoMeVacuno✌️ https://t.co/dEzXbyngvB
ministeriosalud,Chile,- Total de personas vacunadas con la primera y segunda dosis contra #COVID_19 este viernes 5 de marzo a las 11:00 horas. #YoMeVacuno ✌️ https://t.co/TAsdswiz98
ministeriosalud,Chile,- Total de personas vacunadas con la primera dosis contra #COVID_19 este viernes 5 de marzo a las 11:00 horas. #YoMeVacuno ✌️ https://t.co/ylUF5WiVLA
vi_gar_vi,Perú/España,"#ATENCION Únete al Desafío Emprendedores que Inspiran, inscribiéndote gratis aquí: https://t.co/ByIhI44h5H
.........
#ccrse #desafioemprendedoresqueinspiran #COVID19 #DiaInternacionalDeLaMujer #QuedateEnCasa #Video #WhatsApp #YoMeVacuno #emprendedores #transformación #Negocios https://t.co/woyUuXj2fd"
HosDip,"Santiago, Chile","Continuamos avanzando con el proceso de vacunación de la segunda dosis a nuestros funcionarios(as).
Juntos contra el Covid-19
#Covid #Yomevacuno #Salud #Chile #SantiagoCentro https://t.co/wgXLZnZjnC"
SSMaule,TALCA,"Nuestro director supervisó el excelente proceso de vacunación COVID-19 que se está desarrollando en Sagrada Familia, en la oportunidad lo acompañó el director comunal de salud , con quien también recorrieron las dependencias del Cesfam. #YoMeVacuno https://t.co/ISF8IGHVSa"
abogado_paola,"Libertad 269, Viña del Mar","El hipotiroidismo,  tiroiditis de hashimoto  es una enfermedad autoninmune. Se considera crónico para efectos de vacunación por covid 19 ? Alguien sabe. 
@ministeriosalud @sebasugarte @colmedchile @pdazan #YoMeVacuno #COVID19 #vacunacion #vacuna"
mediabanco,Chile,"#EstamosAhí: En el marco de la campaña #YoMeVacuno, la primera Dama, Cecilia Morel, el ministro de Salud, Enrique Paris y autoridades de SENAMA dan inicio a la inoculación de segunda dosis para adultos mayores.

Síguelo en https://t.co/1Xh7j6jW9c https://t.co/3qIb4UxJPb"
Atrapasilencios,"Donde estás tú, está mi hogar.","Vine al Pabellón de la Araucanía de Temuco a ver si me vacunaban por tener una enfermedad autoinmune, ¡Y me vacunaron! 😊. #YoMeVacuno Cc @Seferene"
BurriezaMateos,"Valladolid, España","La #NuevaNormalidad #YoMeVacuno y #COVID19 en viñetas, 05.03.2021. Cierro con un tutorial de @latiradeoroz sobre los límites de velocidad de las #VacunasCOVID19 https://t.co/0OTBsewkPS"
Telemedellin,Colombia,Desde la institucionalidad se adelanta la campaña #YoMeVacuno ¿de qué se trata y como se vincula el @ConcejoMedellin? 11:55 a. m. en El Concejo #SomosTúyYo https://t.co/fmR2cxLpHf
ebalino,Montevideo,"Vamoooooo!
#YoMeVacuno https://t.co/zUIRcMVM4s"
iral_gomez,"Inírida, Colombia","#YoMeVacuno #yomecuidoyotecuido 
Nuestros Pastores y Capitanes de las comunidades del municipio de Inirída le dijeron Sí a la vacuna.

#SiEsPosible
#Guainía
#OportunidadParaTodos 
@MinSaludCol @Fruizgomez https://t.co/wJWnenW3vR"
ARNColombia,,"Tras atender una llamada de su EPS, cuando descansaba en su casa en el departamento de #Sucre, Gladys*, de 80 años de edad, se convirtió en la primera mujer excombatiente en recibir la vacuna contra el COVID-19 en Colombia.

* Nombre cambiado para proteger la identidad. https://t.co/LLw7QIDD4A"
BurriezaMateos,"Valladolid, España","La #NuevaNormalidad #YoMeVacuno y #COVID19 en viñetas, 05.03.2021. @SirCmara @Padylla @EnekoHumor @MikiyDuarte https://t.co/hWzyb246i3"
catalinaoliv123,"Montevideo, Uruguay",@Daniel011965 8 de Marzo..#YoMeVacuno
BurriezaMateos,"Valladolid, España","La #NuevaNormalidad #YoMeVacuno y #COVID19 en viñetas, 05.03.2021. @Sanson__ @HUMORJMNIETO @MikiyDuarte @donTomasSerrano @Elkokoparrilla https://t.co/kNpsPDFwpO"
pameguerrero,Chile,"Adultos mayores de Lo Prado felices con la segunda dosis 🥰🥰
#YoMeVacuno
#COVID19 https://t.co/Kx6QKlw48w"
jncauna,"Canelones, Uruguay",@Daniel011965 #YoMeVacuno el lunes por iguales razones que ud!!!👍👍💉
BurriezaMateos,"Valladolid, España","La #NuevaNormalidad #YoMeVacuno y #COVID19 en viñetas, 05.03.2021. @taverinez @BeVergara @latiradePostigo @JLJLMartin https://t.co/W1q74oMJtG"
SOCMEF,Colombia,#YoMeVacuno porque nos beneficiamos todos. Los médicos familiares invitamos a toda la población a vacunarse contra SARS-CoV-2. Vacunarse es una expresión de amor y cuidado hacia los demás. 💙 https://t.co/7Nh0jEaQhl
SeremiCienciaN,Antofagasta,"📢🎙️Sintonice a nuestra @SeremiCienciaN Daniela Barría en Radio Neura 88.5 de #Arica a las 13hrs, para conversar de la estrategia nacional de vacunación, la importancia de ser inoculado, las medidas de prevención y del calendario de vacunación JeringaGota de sangre #YoMeVacuno✌️ https://t.co/9FZBT6vpJn"
ConcejalJudith,"Cerro Navia, Chile","Querida compañera siempre estarás en nuestra lucha y en nuestros corazones!
¡VAMOS POR MÁS!
#ConcejalaJudithRodriguez
#cerronavia
#ProcesoConstituyente
#EleccionesMunicipales
#covid19chile
#YoMeVacuno
#VamosPorMas https://t.co/bbxMSa0yLd"
MargaGarciaH,Lorca (Murcia),"@elenadesociales Yo he pasado el Covid, y los efectos secundarios a la vacuna que describe todo el mundo son efectivamente los que sufres durante el mismo solo que duran únicamente 2 días, no 1 mes como estuve yo de baja.
No lo dudéis, #YoMeVacuno"
BurriezaMateos,"Valladolid, España","La #NuevaNormalidad #YoMeVacuno y #COVID19 en viñetas, 05.03.2021. #ElRoto @Pachi_Idigoras @malagonhumor @Humordemorgan https://t.co/THFpXNZL5Y"
Salud_Responde,Chile,"Calendario de vacunación contra el COVID19 
Desde el lunes 1 al viernes 5 de marzo
Y recuerda
✅Usa mascarilla
✅Lava tus manos frecuentemente
✅Mantén 1 metro de distancia
Más info en https://t.co/Q29SfQeJs7 #YoMeVacuno https://t.co/mB3VNmbgCo"
AmilcarPerea,Montevideo - Uruguay,"Excelente!!!!
Todos a vacunarse!!!!!
En mi caso estoy excluido de la lista de vacunación por haber tenido COVID en los últimos 180 días!!!
#YoMeVacuno https://t.co/Kb21rPEj3Z"
BurriezaMateos,"Valladolid, España","La #NuevaNormalidad #YoMeVacuno y #COVID19 en viñetas, 05.03.2021. #Peridis #Antón @PUEBLAdibujante @ferranmartin https://t.co/vFZWQjsJBg"
teachgab,"Montevideo, Uruguay","Primero te militaron el #nohayvacunas  y ahora que llegaron como se dijo, no se quieren vacunar xq no es la que ""prefieren"". No hay cura xra la idiotez...
#YoMeVacuno, ya me di la primera y el 31 la segunda. Cuanto antes debemos salir de esta epidemia maldita!!"
F_integra,Chile,"Recuerda que hoy viernes 5 de marzo deben vacunarse contra el Covid19 los trabajadores y trabajadoras de la educación de 23 años y menos 
#YoMeVacuno https://t.co/9ZK43qVPLX"
ArellanoGabelo,,"Vecinos y vecinas: la lucha contra el COVID continúa. Todos los que puedan asistir a vacunarse, vayan con todas las medidas de seguridad.
Tengan presente que desde mañana retrocedemos a paso 2 

#LaGranja #YoMeVacuno #chile #CultivemosNuestraGranja #vᴀᴄᴜɴᴀcᴏᴠɪᴅ19 https://t.co/xsYV20E0h5"
BurriezaMateos,"Valladolid, España","La #NuevaNormalidad #YoMeVacuno y #COVID19 en viñetas, 05.03.2021. #VacunaCOVID19 #confinamiento #Gobierno #PP #ETA  #Democracia #JuanCarlosI #regularizacionfiscal #Monarquía #AbuDabi #InfantasVacunadas #paro #Villarejo #8M2021...Abro hilo con un tuerto, por @gallegoy_rey https://t.co/xrmFVcxWV3"
lagordaMartha,Uruguay,"Dice mi vieja que está pensando si vacunarse o no. Le estoy escribiendo un mensaje larguísimo y bastante fuerte a favor de que sí.
1 fav y se lo mando 😅
#YoMeVacuno https://t.co/CczLsLe1hu"
NoticiasCaracol,Colombia,"Esta calculadora le ayudará a saber su turno aproximado de vacunación en Colombia 

#YoMeVacuno  https://t.co/o55R9SggSe"
CESFAMVOLCANES1,Chillán Chile,"#TESTIMONIOS
Compartimos con usted el testimonio de la señora Nieves Sepulveda de 85 años, quien invita a todos los adultos mayores a vacunarse
✌🏻#YoMeVacuno https://t.co/9QdCtimxZ3"
musicaenvena73,Montevideo,"Veo que hay campaña de vacunación.
Voy a hacer mi aporte.
Me la van a tener que chupar muy despacito para que yo me vaya a vacunar, no quisiste hacer cuarentena obligatoria, no me pidas a mi que arregle tu relajo.
#UruguaySeVacuna #YoNoMeVacuno https://t.co/n5kRk0vvrX"
macris_navas,"Medellín, Colombia",#HablemosDeVacunas En el plan de #VacunasCOVID19 de @MinSaludCol se incluyen las vacunas de vector viral 👩‍🔬Y cómo funcionan estas vacunas ? 😷🦠#SegurasYEfectivas #YoMeVacuno @ZulmaCucunuba @EpiPlantPath @AnaMaPorras @EDiegorojas84 @WJCuellar @WSVirology @ChvatalM @FatPandora https://t.co/lYyFmbRyEr
la_bettina,,"#sabremoscumplir agendada . Lunes 8, hora 13y30. #yomevacuno"
cerosetenta,Bogotá-Colombia,"⚕ Ha sido un año de miedo, de entender en tiempo real los alcances de un virus que en Colombia ha contagiado a 30.045 profesionales de la salud y que ha matado a 152.

Esto piensan de que la vacuna por fin este cerca:  https://t.co/XRFU34rIUZ"
GoberdeConce,,"💉 El Gobernador Provincial @AnativiaJulio visitó el centro de vacunación Colegio Marina de Chile en el sector de Lorenzo Arenas en #Concepción, para verificar el proceso de inoculación de segundas dosis de adultos mayores y personal de educación. 
#YoMeVacuno #BiobioSeVacuna https://t.co/GBMRdXpSmN"
Farmaceuticos_,"Madrid, España","¿Por qué disponemos de vacunas frente a la #COVID19 en un periodo de tiempo tan corto?

Te lo explicamos en una sencilla infografía
#VacunasConGarantías #YoMeVacuno #FarmaciayVacunas
[Enlace PDF] 👇👇👇
https://t.co/jcqOacj6kF https://t.co/h5JjsKKUOW"
Yubisw,"Valparaíso, Chile ","Mi abuela renovó el plan de datos 😅, está contenta con su segunda dosis, y yo tranquila. 

#YoMeVacuno."
infopresidencia,Colombia,"Las vacunas 💉 contra la COVID-19 son la manera más segura de protegernos del virus, son #SegurasyEfectivas, capaces de prevenir la enfermedad grave y el riesgo de morir. #YoMeVacuno https://t.co/oH1ghd0LC4"
MatronaClau,"La Serena, Chile","Y como si no se publica no desarrollas inmunidad (dicen), acá va la evidencia: 2ª dosis x fin, ahora a seguirse cuidando full xq en 3 semanitas + recién tendremos un grado de inmunidad y x La Serena y Coquimbo el bicho está q arde!!!! #yomevacuno https://t.co/wMCsRy2fFy"
feralayo,"Lima, Perú","#OJO
Doce días después de que el viceministro Percy Minaya confirmara que cifra real de vacunados en Perú era 311.000, el ‘vacunómetro’ del Minsa alcanza y supera ese número.

Publiqué un reportaje en @elcomercio_peru sobre este preocupante desfase: https://t.co/EHWIORYCDx https://t.co/DNq9cYncjy"
enriquelauc,Panama,"Estamos recorriendo los centros de vacunación de la @CSSPanama en el área de San Miguelito y debo decir que me siento muy contento con la asistencia de nuestros asegurados, mayores de 60 años, para recibir su primera dosis contra el COVID19 #UnidosLoHacemos #YoMeVacuno https://t.co/ACcpm9S888"
Yoselein,"Montevideo, Uruguay","""Todos debemos ser motores de la vacunación"" 
#yomevacuno https://t.co/U0QMrMDwem"
centroGAM,"Alameda 227, Santiago de Chile","#EstaSemana Sigue en GAM el punto de vacunación #COVID gracias a vecinos #ParqueForestal y @Muni_Stgo. 🥰 De 10 a 16 h. #Gratis según grupos indicados por el @ministeriosalud 
Más info&gt;&gt; https://t.co/nSE2RJeZgL #YoMeVacuno 
 #SigamosCuidándonos https://t.co/ow0qUj5Vog"
trayken2021,"Santiago, Metropolitana de San","Tal vez si hubieran estado vacunando #YoMeVacuno el primer día de clases en cada escuela del país podría haber sido un buen comienzo. Pero no, los niños aun no tienen fecha de vacuna #RegresoAClases #RetornoSeguroAClases2021"
lilianaricor,"Armenia, Colombia",Médico no respondió con la verdad sobre síntomas al momento de recibir la vacuna y ahora está en UCI  https://t.co/RC6KGnVoSZ
estacionjav,"Puerto Boyacá, Colombia","@WRadioColombia  su trasmisión del cubrimiento de la aplicación de la vacuna en Bagdad, si la revisan bien, pareciera que estuvieran describiendo la de Colombia, con la diferencia de la música árabe de fondo."
claraklayton,Uruguay,"El lunes me vacuno, por mi y por los demás #YoMeVacuno"
Policia924FM,Colombia,"Vacunarse contra la COVID-19 es la manera más segura de ayudar a generar protección, salvar millones de vidas y cuidar del bienestar de tu familia, amigos y comunidad. #YoMeVacuno https://t.co/SwaHHvEAPr"
catalinaoliv123,"Montevideo, Uruguay",@grazianopascale 8 de Marzo #YoNoMeVacuno
DamianAldeta,🇺🇾MENDA🇺🇾LERENDA🇺🇾,@LauraMvd @jose4ez @informativost5 Y acá nos quieren vender que es la SOLUCIÓN al problema que ellos CAUSARON... #pLandemia y obvio un #YoNoMeVacuno para que salten las focas albinas...
Municipioplc,"Padre Las Casas, Chile","Compartimos calendario de vacunación 💉 para la semana del 8 al 12 de marzo. Desliza para conocer qué día le corresponde a cada grupo etario. 

Recuerda que existen 6 puntos de vacunación en #padrelascasas 
🔴CALENDARIO SUJETO A MODIFICACIÓN. 

#yomevacuno #vᴀᴄᴜɴᴀcᴏᴠɪᴅ19 https://t.co/ebcnmjbOdx"
Pablo_Moya,Mariquina ,@pauldassoria @lordwatermelon @coxismo Otsea #YoMeVacuno pero cuando a @GobiernodeChile se le pare la raja porque hasta el momento no tengo ticket para el arca sagrada
GobernacionValp,"Valparaíso, Chile","🔺️ Gobernador @gledantec junto a Subsecretaria @pdazan, Intendente @jmartinezvalpo y autoridades regionales, recorren el #VacunatorioMóvil que llegó a #Valparaíso para ampliar y facilitar la inoculación de las personas contra el #Covid_19 👏👏💉

#YoMeVacuno ✌

@SaludSsrv https://t.co/093NzWPsfr"
Pleitez1970,San Salvador,"Si fueron capaces de tomar IVERMECTINA, que tiene la evidencia de: NO FUNCIONA para #COVID , porque NO se quieren vacunar contra #COVID-19,  que la evidencia esta mostrando que SI FUNCIONA.
#LasVacunasFuncionan
#LasVacunasSalvanVidas
#YoMeVacuno"
