username,location,text
AngelicaLaraG,,@MrsCarolo Excelente!!!!! Que envidia!!!!   X acá esperando que corra la lista no más... 💉 #YoMeVacuno
Elfruteropol,,"@GuillermLazaro @mjlburillo @CarmenTwin72 @vanvasten Nada!!!! Hay que mantener estas restricciones un tiempo largo, a no ser que se vacunara como en Israel, masivamente, cosa que en este país no va a suceder #yomevacuno pero cuando???? Ni se sabe"
GestazionCL,"La serena, Chile",Hoy gran parte de los mayores de 71 años fue vacunado hace 21 días o más. Ya debieran ser inmunes al covid severo o casi. #Covid19Chile #YoMeVacuno
JUANCARGO71,,"@MinSaludCol Si claro vacunarse, #yomevacuno pero cuando? si ustedes estan leeentos con el plan de vacunación, tras que son pocas las dosis que llegan se demoran en aplicarlas, si no van a poder dejen que privados lo asuman @Fruizgomez"
opinionescl,Chile,"despierte es gratis 
#GremioCuliao #ProfeFlojo #PrensaBasura #YoNoMeVacuno #FalsaPandemia #ContigoCHV #Bienvenidos13 https://t.co/a7nr1stTAa"
SSVinaQuillota,De Viña del Mar hasta Petorca,"El Hospital de Petorca de nuestra red SSVQ, recuerda tener presente la fecha de la segunda dosis de vacunación a través de su Director, Víctor Alvarado.

#YoMeVacuno 

https://t.co/kIEYEAG4A0"
ELTIEMPO,"Bogotá, Colombia","'Pachita' Mangonez, de 110 años, se convirtió en una de las mujeres más longevas de Colombia en recibir la vacuna contra el covid-19. Esta es la historia ► https://t.co/rlbEVcjOim https://t.co/84YzXeKaew"
Elgatoquetuitea,Bajo la cama o en el sofá...,"Por una parte me alegra que no haya vacunas; porque en realidad no solucionan nada.
#YoNoMeVacuno"
COFMadrid,Madrid,💪💪 Todos los días son especiales en la sede del COFM. Cientos de profesionales de las oficinas de farmacia se vacunan para alcanzar la inmunización tan esperada. Ya queda menos. #JuntosSUMAMOS #yomevacuno https://t.co/TLjykp5yyG
SaludAysen,"Gral. Parra 551, Coyhaique","En el sector alto de Coyhaique, don Humberto Chaura, de 86 años, se acercó hasta la Junta de Vecinos Los Ciervos, para vacunarse contra el COVID-19, de esta manera don Humberto recibió la segunda dosis, completando así su esquema de vacunación. #YoMeVacuno #SiNosCuidamosAvanzamos https://t.co/OZ19EOzjCr"
opinionescl,Chile,"vamos que se puede si pueden dejarse axila sin depilar porque no dejarse bigote
#GremioCuliao #ProfeFlojo #PrensaBasura #YoNoMeVacuno #FalsaPandemia #ContigoCHV #Bienvenidos13 https://t.co/8rK1dmVQrg"
CorpColinaSalud,Colina,"#YoMeVacuno Atención vecinos!
➡Informamos puntos de vacunación contra el covid 19 en Colina.
☝️Para recibir 2da dosis, deben concurrir al mismo lugar donde recibieron la 1ra 
Deben mostrar cédula de identidad y carnet vacunación.
📞Dudas al 800719 19
@mario_olavarria
@MuniColina https://t.co/YALKIhSmv5"
CRSHPC,"Puente Alto, Chile","#YoMeVacuno: Al igual que varios centros de salud del país, nuestro @CRSHPC continúo con el proceso de vacunación de la 2da dosis contra el #COVID19 a sus funcionarios(as).
Y tú ya te vacunaste?👍 https://t.co/DyfLAHwXJI"
hclaudiovicuna,Chile,"Hoy continuó el proceso de inmunización de los trabajadores del @hclaudiovicuna, que corresponde a la primera y segunda dosis de la vacuna Coronavac contra el covid -19 #YoMeVacuno https://t.co/cY3eD9j6TJ"
mtomaas22,,La mejor enfermera poniendo tiritas la tenía yo✌🏻😜 #COVID19 #YoMeVacuno https://t.co/KHjE0ooNYU
corazonesx3,,"Que desgracia pobres víctimas .
#YoMeVacuno 
#UruguaySeVacuna https://t.co/BrbT7xj4Ci"
SaludPintana,"La Pintana, Chile","VACUNACIÓN #COVID19 CLUB DE CAMPO 👉La vacuna asegura que la enfermedad no se presente como un cuadro grave, sólo con síntomas leves. Y recuerda ya comenzó la 2° dosis.
🔹️Acércate a uno de los puntos: Estadio Municipal, Club de Campo o Colegio Marcelino Champagnat. 
#YoMeVacuno https://t.co/V3luDQ2g4B"
SandraActa,,"@Sandra_Acta 🇩🇴 Esto es lo que yo llamo MOTIVACIÓN #VacúnateRD 

Su nombre es doña Mintha Alcantara viuda De Ruiz y tiene 101 años 👏

Escuela Celina Pellier
Santo Domingo Este
#YoMeVacuno https://t.co/l4zuQz6F1U"
MrsCarolo,Chile,"Lista por acá!! 💉 
#YoMeVacuno https://t.co/k1ZptUktKC"
Gob_Copiapo,Copiapó,"💉 La Gob @PaulinaBassaure visitó un vacunatorio en la Escuela Pedro León Gallo de #Copiapó, junto a la Directora del @SenamaAtacama, el Director de @SernaturAtacama y al Seremi @AtacamaEconomia quienes acompañaron a los Adultos Mayores que se están vacunando.

#YoMeVacuno✌️ https://t.co/RYJw73jIcG"
jaimebellolio,"Buin, Chile","Llevamos un año enfrentando al Covid. Han sido meses muy difíciles, pero estamos saliendo adelante con el proceso de vacunación que suma más de 3,8 millones de personas. Seamos responsables y sigamos cuidándonos! Aquí les comparto el calendario de la prox semana 🇨🇱❤️💪#YoMeVacuno https://t.co/EGF0rYnzgT"
karibea_,Chile,Lista segunda y última dosis ✔️ #YoMeVacuno #LasVacunasSalvanVidas https://t.co/84bssgA95Q
FrannJv,Chile ,"Ya empezó la vacunacion a enfermos crónicos!! Vea el calendario para ver dia según edad. 

OJO!! 
La Obesidad está incluida porque ES una patología, y uno de los factores de riesgo más relevantes en #COVID19 
#YoMeVacuno https://t.co/Pa1Bh7jt5r"
lynarlant,Valledupar/Colombia,"Ahora si! Ya puedo presumir mi vacuna 💉 
#YoMeVacuno https://t.co/bWgxc613jz"
Sandra_Acta,,"@SandraActa 🇩🇴 Esto es lo que yo llamo MOTIVACIÓN #VacunateRD 

Su nombre es doña Mintha Alcantara viuda De Ruiz y tiene 101 años 👏

Escuela Celina Pellier
Santo Domingo Este
#YoMeVacuno https://t.co/lCPk0F7cJB"
peopleenespanol,New York City,"La doctora Aliza explica qué hay que hacer antes de recibir las vacunas, especialmente en el caso de aquellos que tienen el coronavirus. #Yomevacuno​  https://t.co/cTwJIuWu8Z"
somevem_chile,Chile,"@someven_chile A pesar de que ya tenemos vacuna, no debemos dejar de usar nuestra mascarilla facial, realizar lavado de manos constante, mantener distanciamiento social y vacunate.
#YoMeVacuno https://t.co/TM2AT8eMm7"
donafpita,"San Antonio, Chile",El calendario de la próxima semana incluye también a inscritos en el Senadis del mismo grupo etario que los enfermos crónicos #YoMeVacuno https://t.co/S56JuR0eQU
donafpita,"San Antonio, Chile","Niñes, las comorbilidades consideradas por el Minsal para el plan de vacunación son las siguientes:

Fuente: https://t.co/ATEgcVQEdz #YoMeVacuno https://t.co/pt6n01kYCy"
MinisterioBBNN,Alameda 720,"📺 El canal @24HorasTVN destaca la presentación del Visor #YoMeVacuno✌️ en la región de Atacama.

En el Visor podrás encontrar: 
✔️ Total de vacunadas administradas 🇨🇱
✔️ El vacunatorio más cerca de tu casa o lugar de trabajo 

🌐 https://t.co/TSzst0udS4 https://t.co/KpeEtfAw5M"
corazonesx3,,"Que inconscientes.
#YoMeVacuno 
 #UruguaySeVacuna https://t.co/F8T5EZz2R1"
GobiernodeChile,Chile,"¿Quieres saber cuándo ir a vacunarte? 💉Revisa la actualización al Calendario de Vacunación que va desde el 8 y 14 de marzo 🗓👆🏻Y encuentra los centros de vacunación disponibles a lo largo de todo Chile, grupos objetivos y mucho más en 📲 https://t.co/sKzxj0dTq5

#YoMeVacuno https://t.co/mUXEteEOuF"
sIeepinthegrden,"Barranquilla, Colombia","Yo re feliz porque a mi bebito le pusieron la vacuna gamaleya de Rusia, con 91.1% de eficacia y 100% de eficacia en casos severos y va a venir sano a colombia😛😛 por qué vivo en este país tercer mundista?"
HospitalUNColom,"Bogotá, D.C., Colombia",Avanzamos con nuestra IV jornada de vacunación al talento humano en primera línea que se encuentra en Fase1 / Etapa 1 del  Plan Nacional de Vacunación @Unisalud_UNAL realiza este proceso  en 4 puntos de vacunación extramurales situados en el HUN #YoMeVacuno @UNALOficial https://t.co/WRAS7lQIQy
Rcervantes,,"Que desastre!
Posición de Colombia en la OMC obstaculiza petición de liberar patentes de vacuna Covid https://t.co/SFcLtxH6Ub vía @Noticias Uno"
ssaludlosrios,"Valdivia, Chile","🔸Porque las vacunas salvan vidas, cuando sea mi turno #YoMeVacuno. Infórmate de los locales de vacunación, las fechas que corresponden por cada rango de edad y responde tus dudas en https://t.co/QRbVloj7HX 
 #LosRíos #LosRíosSeCuida #Valdiviacl #ElRanco https://t.co/NB5kmu4bxl"
lafmmanizales,Manizales - Caldas,"Permanece en la clínica enfermera que convulsionó tras recibir vacuna anticovid

https://t.co/bHjKpp2tyc"
LaurensMgr,Colombia,@DonIzquierdo_ para cuando la censura de estos hptas que votaron negativo la vacuna gratis. https://t.co/MBpkpZdLjc
HSJ_Oficial,"Santiago, Metropolitana de San","ATENCIÓN!!! Desde este sábado 6/03, las comunas de Recoleta, Lampa e Independencia, entre otras más, retroceden a Fase 2 de Transición. A seguir cuidándonos, usando mascarilla, distanciamiento físico y lavado frecuente de manos, nos ayudan a prevenir el Covid-19. #YoMeVacuno https://t.co/v4TfiR2yGX"
ErickDiax,"Lima, Peru","En Letrina pasan un reportaje de que en Colombia la vacunación es lenta porque se vacuna 40,000 dosis diarias. Bien conchudos esos miserables. Saben el ritmo peruano?"
LaurensMgr,Colombia,"@Nicolas86001692 @tobonsanin Lee pila e´ verga, y pregunte al hpta de petro, a bobolivar y los demás porque son tan malditos de votar negativo a la vacuna gratis. https://t.co/MBpkpZdLjc"
ClinicoFusat,"Rancagua, Región de O'Higgins","Revisa la nueva columna de nuestro Director Médico @DrBorgono publicada en @eltipografo aquí:
https://t.co/Bt3OoxBvF6

#Fusat #VacunatorioFUSAT #Yomevacuno #FusatContigo #Covid19"
elbloparochense,"Montevideo, Uruguay","Entro por la base en esta franja, #YoMeVacuno  
Aclaro: no me peleo con nadie, quien no se quiera vacunar no me encontrará para discutir. Tengo claro que si no fuera por las vacunas tendríamos un promedio de edad como en la Edad Media https://t.co/42S9ogK7mW"
Patrher,"Santiago, Chile","Listos con la segunda dosis #CoronaVac, con @DavidCardMatz
Será éste el comienzo del fin??
#YoMeVacuno"
flopereira17,Uruguay,"Si queremos más gente se vacune hay que insistir. Una campaña con referentes de todos los ámbitos (políticos, deportivos, religiosos, sindicales, etc) 
Hay que hablar de las consecuencias de NO vacunarse.
Hay que insistir
#YoMeVacuno"
paolamateus29,"Zipaquirá, Colombia","💉Por mi, por mi Familia,por mis amigos,y por todos  mis pacientes, primera vacuna ya en mi cuerpo!! 🦠 #YoMeVacuno!! https://t.co/lm2gDWx61G"
SuperDeSalud,Chile,"🔴[INFORMACIÓN] #YoMeVacuno ✌️ 

Compartimos la lista de las patologías incluidas en el plan de vacunación masiva contra el #Covid_19 
👇👇👇 https://t.co/YthIMeBNOu"
vanguardiacom,Bucaramanga,"#Colombia Al parecer, el médico presentaba síntomas de COVID-19 al momento de la vacunación, pero omitió esta información. El especialista está bajo soporte mecánico ventilatorio https://t.co/dxpm6fXN3D"
NasaKiwe,Colombia,"Vacunarte contra la COVID-19 es una manera segura de protegernos del virus 🦠 y proteger a los demás🙎🏼🙎🏽‍♀️

Cuantas más personas sean inmunizadas, menor será la probabilidad de contagiarse, enfermar gravemente o incluso morir. #YoMeVacuno ✌️
#CorporaciónNasaKiwe #MinInterior https://t.co/3AMJgnUR5c"
Kikinoguera,BARRANQUILLA - COLOMBIA,Anulan en Colombia el uso de 372 vacuna de Pfizer por no tener la etiqueta.
FarmaceuticosSC,Santa Cruz de Tenerife,"Comienza la vacunación de farmacéuticos,  técnicos y auxiliares en la isla de Tenerife. 
El Colegio ha puesto en marcha un dispositivo de comunicación para agilizar el proceso de manera ordenada en coordinación con el Servicio Canario de Salud. 
 #yomevacuno  #vacunacovid19 https://t.co/BVdYXdKDoZ"
Jenkins_Wil,"Neiva, Colombia",Este interno ya tiene su chip 5G y se volverá comunista!! 🥰 #YoMeVacuno https://t.co/nct5VEjk9G
SSBiobio,"Los Ángeles, Chile","[ #YoMeVacuno ✌️]

Este es el calendario para la semana entre el lunes 8 y el viernes 12 de marzo, que incluye personas con comorbilidades y personas con discapacidad severa o profunda entre 46 y 59 años. Además se incorporan las segundas dosis de las personas ya inoculadas. https://t.co/gO6e5CpxaA"
edusot,Bogotá,"‘Pachita’ Mangonez, de 110 años, recibió la vacuna del covid en Sucre https://t.co/jarz4ecK50 a través de @eltiempo"
GoberArauco,"André Bello 215, Lebu","#Tirúa
Gobernador, @oscarmunoz47 junto al Alcalde de la comuna, Roberto Garrido, visitaron el Cesfam Isabel Jimenez, uno de los centros de vacunación covid. De igual forma el centro PADIS el personal DAS junto a la @seremidesaluda se encontraban en mismo proceso
#yomevacuno https://t.co/fQ3JEL2nGp"
SalomVasco2,Llano Grande Antioquia,"@MinSaludCol Como va el estado crítico de la enfermera en Córdoba Colombia, que fue inoculada con la vacuna mas insegura del mundo: La china. Estamos hablando de que le causó una convulsión febril que derivó una anoxia severa y posterior/ podría causar daño cerebral. https://t.co/vCW6gEg99b"
yoli_lagares,,Aún queda mucho!!! Pero ya queda menos!!! #YoMeVacuno https://t.co/EUPpE1FxK6
SaludPublicaEs,Madrid,"Consulta el informe de actividad del proceso de vacunación frente al #COVID19 de hoy:

✔️Dosis distribuidas: 5.583.955
✔️Dosis administradas: 4.229.092

Desglosado por CC.AA. ⬇️
https://t.co/2XBAPh2Flo

Más información sobre #VacunaCOVID19 ⬇️
https://t.co/PhLckgltsd

#YoMeVacuno https://t.co/dkdKwhqbp4"
JulianaChaconh,,"En Perú se destapó la vacunación irregular de las funcionarios del gobierno... en Colombia ¿Ya sabemos que pasan con eso de ""se perdieron tantas vacunas""? ...Circovid: los escándalos de la vacuna episodio de El hilo
https://t.co/JA7ynJuihG"
EUscarlet,Santiago- Chile,"Segunda Dosis Ok.“Cross check y reportar”.Después de todo lo mal q lo pasé de Junio a Noviembre x este virus,a pesar de ser una mujer muy sana me tocó. Tener esquema ok es solo felicidad ,tranquilidad y agradecimiento #YoMeVacuno @ministeriosalud @MeVacuno @GobiernodeChile"
rubiano_saldana,,"@ANDI_Colombia 
@BruceMacMaster 
Segun oí el @MinSaludCol les dijo cual es el plan de vacunacion de empresas, se me ocurre es muy facil, documentar en cada empresa; contratan una enfermera y una ambulancia y al ingreso a laborar  cada trabajador se vacuna y 1/2 hora de cuidados."
kruizreyes,,@cperezd #felizjueves Días para la historia #YoMeVacuno Gracias a #ClinicaDeMarly y a todos los que van a unirse a este maravilloso propósito #inmunidadderebaño https://t.co/WoARUSnIIC
sanidadgob,"Madrid, España","🔵 Actualización del informe de actividad de #vacunación en España: https://t.co/x3wp3WjmIO

🖥 Infórmate en: https://t.co/FEl0ROiPQV

#YoMeVacuno https://t.co/KOVZrLrwB6"
MeVacuno,Ministerio de Salud,Revisa acá la lista de patologías que incluye el Plan de vacunación contra el #COVID_19 en Chile #YoMeVacuno ✌ https://t.co/FcLGtrC9mf
nelsuarez10,Medellin - Colombia,"Se empieza a visibilizar la efectividad de la vacunación según la corrupción en municipios y departamentos. Entre más corruptos, más están demorando la aplicación. @MinSaludCol  #YoMeVacuno"
LupusMadrid,Madrid,"¿ TE HAS VACUNADO FRENTE A LA COVID-19?

Conocemos  el temor que a muchos pacientes de #LUPUS les causa  la vacuna frente a la  Covid-19. 
 
¿Cuéntanos cómo ha ido tu experiencia tras vacunarte?

#VacunasCovid19 #YoMeVacuno https://t.co/59hCeE7O66"
Psilgar,Uruguay,"@carinanovarese @DrDanielSalinas @Asinosva850 A muchos menores de 60 años que no pertenecemos a grupos de riesgo ni a los sectores prioritarios nos gustaría darnos la vacuna cuanto antes. Si habilitan grupo de 57 a 59 como podría pasar creo que muchos nos anotamos ya, fecha segunda dosis no es lo que priorizamos #YoMeVacuno"
cerosetenta,Bogotá-Colombia,"#ESTRENO

Esto es lo que cuatro médicos en Colombia ven en la llegada de la vacuna al país. Así lo sienten debajo de los trajes. https://t.co/XRFU34rIUZ"
AdaBassiT,"Atacama, Chile",🇨🇱Porque debemos seguir cuidándonos! Junto a la Gob. @PaulinaBassaure Seremi @Manu_Nanjari y Dire @alemartc acompañamos y conversamos con personas mayores♥️en su 2ªDosis de vacuna👏🏼 y felicitamos a quienes llegaron por su 1ªDosis. ¡Sin duda sinónimos de ejemplo! 💪🏻#YoMeVacuno https://t.co/AYyBT9r5tB
DelfiMaco,"Santa Cruz de Tenerife, España","Vaya... cae la incidencia de COVID al empezar la vacunación, que casualidad #YoNoMeVacuno"
DamianAldeta,🇺🇾MENDA🇺🇾LERENDA🇺🇾,"Mientras los medios aplaudían la aprobación de emergencia de la vacuna COVID de J&amp;J + los planes de la compañía de asociarse con Merck en la producción, hubo poca mención de preocupaciones de seguridad o antecedentes penales de dos compañías.

#YoNoMeVacuno https://t.co/mMPMcj9wVk"
drdiazderada,,Pues ya están las dos. Ojalá vacunen a todo el mundo rápido #YoMeVacuno https://t.co/tBTVinhTKS
maript46,,@CNNEE En Colombia los médicos casi todos vacunados. Ahora siguen los mayores de 80.y los q no creían en la vacuna llegará ya pelean por q hay pero es muy lento. Así somos. Ya mis amigoa médicos vacunados
Gendarmeria_CL,Chile,"🔴 Siguiendo con la campaña #YoMeVacuno contra el #COVID19 del @ministeriosalud hoy fue inoculado el personal de la cárcel de Copiapó, junto a funcionarios/as de otras dependencias de nuestra Institución, en esa ciudad 💉🦠👩🏻‍⚕️👨🏻‍⚕️ #LasVacunasSalvanVidas #CuidémonosEntreTodos https://t.co/PuqxjW14SI"
SaludChiloe,Castro Chiloé  X Región,"#YoMeVacuno✌Funcionarios del @hospitalancud reciben segunda dosis de vacuna contra el #COVID19 . Para más información haga clic aquí👇
https://t.co/vnOQiVjvVo https://t.co/jnTvwDohh8"
