,Unnamed: 0,Unnamed: 0.1,Nombre de usuario,Usuario,Fecha,Texto,Sentimiento
204,204,204,Álvaro Jeria,@aijeria,2021-03-04,ahora acompanar persona enfermedad cronica autoinmunes recibir vacuna emocionar ver cantidad gente esperar turno manera responsable genuino preocupacion salud resto apenas posible tú vacunesar,1
205,205,205,Cristina Carrillo,@cris__carrillo,2021-03-04,experiencia vacuno astrazeneco fiebre anoche dolor cabeza leve solucionado paracetamol hoy perfecto,1
206,206,206,Daniel El Diablillo,@Darjel,2021-03-04,chucha hacer calendario vacunacion edad tanto weón ejemplo hoy vacunar 50 ano cronico profe bombero etcétera manana 49 pasado 48,1
207,207,207,Maria Paz,@Estoesloquesoy_,2021-03-04,segundo dosis sinovac doler enganosamente venir pensar serio igual indolor primero,1
208,208,208,Daniel G. Alén,@dani_alen,2021-03-04,segundo dosis recibido aunque foto momentoespero funcionar igual,1
209,209,209,Laura García,@LauraGarciaNo,2021-03-04,ir vacunar él sorete querer perder tú turismo buen tal uno vacaciones 3 semana cti,1
210,210,210,Fabiana Manzur,@FabianaManzur,2021-03-04,gente 1900 muerto 24hs brasil virus mutar ahora tender ser benigno vacunar él cuidar él cuidar politica salud gracias gonzamoratorio seguir explicar,1
211,211,211,VANESSA VILLAZON B,@vanessavillazon,2021-03-04,entender eps comenzar vacunacion dia 7 marzo cruzar dedo primero vacunar él abuelita casi 100 ano linadearmo secsaludvpar esperar turno,1
212,212,212,Diego,@_despinozag,2021-03-04,cover ser presidio literal vacunar ano dia despue llegar chile docente escuela rural,1
213,213,213,Alfredo Toker,@AlfredoToker2,2021-03-04,solamente vacunacion masivo hacer diferencia,1
214,214,214,Manuel Ferre EligeSaludNutriéndote,@ESNutriendote,2021-03-04,puesto primero dosis vacuno sentir privilegiado gracias dnandalucia ayudar yo colectivo tener privilegio igual resto compis sanitario,1
215,215,215,Pedro Carvajal V,@Peyuco20,2021-03-04,57 ano afortunadamente enfermedad base senora hipertenso 59 ano tocar vacunar yo,1
216,216,216,Guada Lagraña☆,@GuadaLagraa,2021-03-04,hoy dar noticia viernes dar primero dosis vacuno mama explotar corazon felicidad,1
217,217,217,EseAlcaraz,@Serg_Sam,2021-03-04,incluir lista vacunacer trabajar centro menor gran noticia,1
218,218,218,Batllistas,@Batllistas_uy,2021-03-04,pandemia seguir auge embargo vacunacion ir lento pedir vacuna ahora uruguayo vacunar coronavirus derrotar,1
219,219,219,El señor Payá,@Petenus,2021-03-04,pues poner segundo toma vacuna pfizery saber costado0no 10000 arabia saudi0 gracias sanidad publicar dio pillar confesado dia liberal mandar,1
220,220,220,Christian León Herrero,@ChristianDLH,2021-03-04,abuela llevar tres ano salir casa mas allo hospital ambulancia hoy hecho esfuerzo ir centro salud vacunar él hacer ano haber imaginar serio posible,1
221,221,221,VIKINGA CHÉ (Cogito Ergo Sum),@CogitoE58112915,2021-03-04,campana politica pulseado aca juego salud conocer saber sobrar motivo ir dejar librado azar tema salud nunca cuestionar vacuna obligatorio vacuno,1
222,222,222,Nurita,@NurMarMol,2021-03-04,puesto segundo dosis nurio version 20 actualizado bill gate,1
223,223,223,AOTEN Ostomizados,@ostomizadostfe,2021-03-04,necesitar sanidadgobcan priorizar vacunacion paciente mas vulnerable,1
224,224,224,Aroa Gómez,@AroaGomezC,2021-03-04,sensacion tener claro querer sadusoficial,1
225,225,225,Jose Torga,@JoseTorga,2021-03-04,pues si hoy vacuno ver tal ir postvacuna,1
226,226,226,RafaTinib,@RTinib,2021-03-04,si pagar vacunar él estariar conspiranoico pasar él fake news raja ir solo ofrecer enfermar él enfermar nadie poder morir entonces pa gente mierda,1
227,227,227,El Viejo de la Bolsa,@elviejolabolsa,2021-03-04,venir vacunatorio clandestino entender xq calentar encendedor vacuna cumplir,1
228,228,228,Maria Camila Molina,@MCamilaMolinaAr,2021-03-04,resaca pinchazo basar principalmente dolor cabeza dolor brazo solo duro dos dia siempre ser mejor propio enfermedad covid19 salud,1
229,229,229,Eduardo J. Shaw,@EduardoShaw57,2021-03-04,usar mantene 2 mts distancia lavado mano evitar aglomeración toque vacuna toque vacunate ganar junto,1
230,230,230,Seba,@R14Seba,2021-03-04,fin terminar proceso vacunacion 2a dosis ahora seguir cuidar él si ninguno dosis mevacuno,1
231,231,231,Amaia Frau Usoz,@amaia_frau,2021-03-04,fiebre tiritono covid,1
232,232,232,JASA,@sanzjorge_ve,2021-03-04,creer decir maduro nuevo variante covid 19 coronavirus si 2 voto 9 hora restante,1
233,233,233,Andrea,@exAndyA___,2021-03-04,paso bebotear hija 4 mes recibir dr medicina orgullo infinito grupete companers ir ser excelente medico andar compra anillo dema vacunense precisar festejar 31 julio,1
234,234,234,Juan Batki,@JBatki,2021-03-04,importantisimo poder vacunar él agender vital x cu salir junto,1
235,235,235,Ángel Martínez León,@amartinezleon,2021-03-04,manana vacunar sentir profundamente agradecido afortunado agradecido pais considerar escuela esencial afortunado ser punar ser humano suerte tierra nacer,1
236,236,236,Laura García,@LauraGarciaNo,2021-03-04,907 caso nuevo vacunar dejar joder,1
237,237,237,VIRGY,@Virgysp,2021-03-04,citado vacuna covid,1
238,238,238,Ney Castillo,@NeyCastillo9,2021-03-03,vacuna salvar vida si tener suerte grupo poder vacunar él ahora agendate ir salir junto,1
239,239,239,Catalina de Aragon ن,@CatdeArag,2021-03-03,si padre vivir pernambuco dejar ver él si vacunado regalar vacuna decir mas xq q caer desviar atencion ser q,1
240,240,240,Reina del sur,@tengountigre,2021-03-03,vacunar él turismo turismo salud gente si hacer vo hacel demer egoista,1
241,241,241,Emmanuel,@OurGodWithUs7,2021-03-03,esterilizacion masivo obligatorio objetivo,1
242,242,242,Cristhian Rubiano M,@Crubiano22,2021-03-03,policiacolombia terminar vacunar funcionario sector salud sabado senor general si vacunar junto familia suponer q primero etapa trabajador salud sectorsalud,1
243,243,243,Yogui,@jahn_nee,2021-03-03,ir vacunar toque 66 voto 4 dia restante,1
244,244,244,Rocío,@_rooguerrero,2021-03-03,ahora segundo dosis vacuna solo provocado dolor leve brazo fatiga,1
245,245,245,Andrea,@bioandy,2021-03-03,manana tocar segundo dosis,1
246,246,246,tere,@terectld,2021-03-03,deberir poner calendario vacunacion paciente comorbilidad paciente conocido cronico leido mucho gente confundido,1
247,247,247,ANA LÓPEZ,@anlopezz_,2021-03-03,vacunadito momento solo molestia brazo seguir informar,1
248,248,248,Dani Allende,@Dalla_All,2021-03-03,cada dia peor 5g funcionar vacuna,1
249,249,249,Sebastian Fernandez,@IronSebaFer,2021-03-03,2da dosis listo ahora poder compartir 5g dema,1
250,250,250,Yosua López Pereiro,@yosualp,2021-03-03,resaca peor efecto secundario cambio 1 dia malestar general igual ahorrar tubo boca uci reflexionar él confiar vosotrx,1
251,251,251,Victoria Prieto,@Vicprietoechag,2021-03-03,acordar tode nuevo carrara buen selfi vacunacion toque toque,1
252,252,252,Gaston Nicolas Castillo,@GCastillo_uy,2021-03-03,casi 2 poblacion vacunado luz final tunel cerca mientras mantener medida sanitario franja riesgo corresponder vacunar yo cerca aflojar,1
253,253,253,Javier Haro Lucas,@javierharolucas,2021-03-03,espana pais noticia casi 30000 vacuna perdido sanidar vacunar noticia 2 infanta ver casa real vacunado mil km aqui,1
254,254,254,Renzo ☭⃠ #TRICAMPEÓN,@renzuc17,2021-03-03,mama acabar vacunar alivio inmenso quedar menos pandemia rqlio,1
255,255,255,Marce Ruiz,@mruiza,2021-03-03,vacuna proximo semana aun calendario ministeriosalud,1
256,256,256,Diego Peralta,@PeraltaFifa,2021-03-03,hacer dos dia recibir primero dosis vacuno pfizero impecable si tú posibilidad vacunar él tercero edad trabajar colegio salud hagal sentir felicidad tremendo momento ser inocular,1
257,257,257,Matías Benitez,@headbenitez,2021-03-03,hoy dar primero dosis querer felicitar estar detro plan vacunacion personal staff cada centro vacunacion salir junto,1
258,258,258,HospitalMetropolitanoChile,@HosMetChile,2021-03-03,agradecer alto afluencia gente semana demostrar inter chileno sumar él exitoso plan nacional vacunacion llevar adelante pais,1
259,259,259,Javi,@_Javisepu,2021-03-03,ir 1 hora 20 mins segundo dosis coronavo sinovar ahora bien si tú poder vacunesar tambien pasar,1
260,260,260,Laura García,@LiloGP8,2021-03-03,viernes ir corretear cuerpo pelo,1
261,261,261,Sylvia Pilar,@sylvipili,2021-03-03,primero dosis vacuno medio hora incluido 15 observacion afuera cuidemono,1
262,262,262,Paulinaypunto,@toffidementa,2021-03-03,ano comienzo pandemia chile,1
263,263,263,Juan Andrés Lezama,@JuLezama,2021-03-03,vacunado,1
264,264,264,LUCHO AK7,@LuchoAK7,2021-03-03,aun vender alcohol dvd supermercado etapa 1 botilleria estar cerrado botilleria decir andatar chucha,1
265,265,265,Timimi_Fdez,@Timimi29,2021-03-03,perdonar maria patino machacer ser madre trabajador casado criticado humildad profesionalidad cero,1
266,266,266,Ana Muñoz Calabuig,@anamcalabuig,2021-03-03,vacunado,1
267,267,267,vocaburlario,@el_vocaburlario,2021-03-03,mascarrona dicesar cubreboca ser cambiar hacer mes,1
268,268,268,Juan Pablo Castro,@jupaca14,2021-03-03,hoy iniciar ocana plan vacunacion noticia lleno mucho esperanza alegria confiar union terminar pandemia dano hecho,1
269,269,269,Carolina Beatriz,@CaninaBeatriz,2021-03-03,lista 2da dosis,1
270,270,270,Figoraya ✪,@figoraya,2021-03-03,sudar vacunar extranjero quitar vacuna ninguno espanol uno caradura si vivir espana aqui deberir vacunar él toque ir dubai aprovechar hija rey venir infanta,1
271,271,271,"ℝ𝕒𝕔𝕙𝕖𝕝 𝕂𝕒𝕣𝕖𝕟 𝔾𝕣𝕖𝕖𝕟
🅐🅟🅡🅤🅔🅑🅞",@trayken2021,2021-03-03,mama vacuno wiii,1
272,272,272,Facu,@FdeFacundo,2021-03-03,ver medio flojo campana vacunacion parte oficialismo oposicion insistir 247 gente cansar vacunir vez,1
273,273,273,Chilota,@Chichilota,2021-03-03,utilidad publicar despues vacunar tú vacuna covid19 dar igual 1 2 dosis mismo medida precaución hacer él mas menos,1
274,274,274,Cesar Gonzalez N,@cesargonzalezrx,2021-03-03,hoy recibir segundo dosis vacuno importar todo proteger coronavirus importante vacunar él proteger yo comunidad,1
275,275,275,Enrique,@rovien1983,2021-03-03,primero dosis puesto contento,1
276,276,276,CarmelitasSC Vitoria,@CarmelitasSC_VG,2021-03-03,dado comienzo vacunacion profesor profesor educacion infantil educacion especial monitor monitor comedor menor 55 ano,1
277,277,277,David Ortega,@David__ort,2021-03-03,2 dosis puesto,1
278,278,278,Andrés Scavarelli,@scavarelli77,2021-03-03,valer saludar felicitar agradecer todo trabajador trabajador habilitado dia estar vacunar covid19 querer pueblo persona patria junto hoy conjugar acto solidaridad,1
279,279,279,Catalina Mora Urrejola,@Catita_Mora_U,2021-03-03,mama vacuno hoy sentir mas feliz,1
280,280,280,Rocío García,@rocio_jaen,2021-03-03,vacunado principio fin,1
281,281,281,Matías Salas,@matisalasv,2021-03-03,vacunar él si despar 2 dosis usar mascarilla medida preventivo,1
282,282,282,Jorge Gonzalez-fff,@Jorge_Gonzalezp,2021-03-03,covid seguir ser enfermedad altamente contagioso paciente riesgo poner peligro vida favor cuidese cuidir gente alto ocupacion cama hospital,1
283,283,283,Merche_Gallego,@meryfervilla,2021-03-03,padre vacunado primero dosis quedar menos dar él beso,1
284,284,284,Donato Spaccavento,@drspacca,2021-03-03,gobierno alferdez cfkargentino negociar todo velocidad provision tres millón dosis vacuna sinophar acordar flujo semanal vacuna sputnik v minimo 600 mil dosis,1
285,285,285,Silvia Guerra,@licsilviaguerra,2021-03-03,hoy ir pedir deseo grafica vacunado uruguay exponencial,1
286,286,286,Occult Doctor,@Occult_doctor_,2021-03-03,desconfiar vacuna pasado estudio clinico mano experto si tomar licuado herbalife bajar peso preparar dona esquina imc 40,1
287,287,287,Wilmar,@Wilmarmarche,2021-03-03,buen vacunir mori,1
288,288,288,Sarhay Flores,@Lechedescremada,2021-03-03,si vacunar hacer dos semana primero dosis ahora presentar sintoma pcr podriar dar yo falso positivo vacuna serio real positivo contagio ministeriosalud,1
289,289,289,doc@isadavila,doc@isadavila,2021-03-03,duda aclarar necesitar enemigo hoy gobierno oposición coronaviru romper huevo poner brazo pais vacunate,1
290,290,290,Noemí Rodríguez,@noemirodriguezv,2021-03-03,hacer infanta,1
291,291,291,Jorge Betanzo Contreras,@betanzo_c,2021-03-03,lista segundo dosis,1
292,292,292,Víctor Amor,@_VictorAmor,2021-03-03,abuela 88 ano manana recibir primero dosis vacuno pfizer alegria directamente proporcional gran hito investigacion cientifico mia tambien,1
293,293,293,Dámaris,@Dami_cela,2021-03-03,hacer fila segundo dosis,1
294,294,294,Nati,@rositaqueen,2021-03-03,recoleta decir sistema poder vacunar yo volver manana profe poder pedir permiso vez munirecoleta danieljadue seremisaludrm,1
295,295,295,La ésta,@Solcito3dsierra,2021-03-03,lista segundo dosis doler,1
296,296,296,Pablo,@PaBLoX,2021-03-03,venir alumbrar segundo dosis saber mejora nivel inmunizacion,1
297,297,297,Martha Ardila M.D,@marthacardilaj,2021-03-03,acabar llegar 200000 vacuna pfizero asi serir total 509000 ojala personal medico rapidamente vacunado cumplir tambien meta adulto mayor 80,1
298,298,298,#muchamúsica,@19RDZ90,2021-03-03,primero dosis vacuno astrazeneco puesto decir claro preferir escalofrio noche 38 fiebre hoy acabar uci hospital covid,1
299,299,299,Sarah Soulami Correa,@SarahSoulCom,2021-03-03,madre vacunado marrueco imaginar emocion,1
300,300,300,LauraSegovia,@Laurika7058,2021-03-03,ir segundo dosis,1
301,301,301,Maga,@magatuit,2021-03-03,vacunir sonreír mirar cielo dedicandosar él posibilidad llegar ver dia vo estar,1
302,302,302,t_mag,@t_mag88,2021-03-03,probado hacer tuit hashtag,1
303,303,303,Carlos Alberto Jim 27 dale,@CarlosA15938840,2021-03-03,buen dia familiar diabetes enfermedad autoinmunes poder vacunar gracias,1
304,304,304,M. Cristian Jorquera,@MCJorquera,2021-03-03,segundo dosis hoy,1
305,305,305,Jose Silva,@FTJoseSilvaP,2021-03-03,hoy dia cpfcyl,1
306,306,306,Jose Silva,@JoseAintza,2021-03-03,hoy dia cpfcyl,1
307,307,307,Italo Leon,@Italeon,2021-03-03,listo 2 dosis gracias equipo hospitalpm expedito procedimiento buen onda solo leve molestia sitio puncion,1
308,308,308,BMF,@bladimen,2021-03-03,si todavia saber todavia poder registrar padre abuelo tio etcétera web vacunacion,1
309,309,309,Bárbara Lynn,@barbara__lynn,2021-03-03,si vacuna pfizero verdad doloroso milico vacuno tener mano pesado doler brazo,1
310,310,310,Celeste,@CelesteLem06,2021-03-03,hoy salir vacunar yo primero hacer comprar yo dulce premiar yo nino chica jajajajja,1
311,311,311,Juliana ♡,@julianasr02,2021-03-03,vacunar medico duro vivir alguien expuesto siempre angustia absolutamente feliz,1
312,312,312,María Christophersen,@ChristophersenM,2021-03-03,nunca tanto puntual hora hacer fila vacunar yo asi dar gusto,1
313,313,313,Johnny Molina M.,@JohnnyMolinaM,2021-03-02,acabar entender pensado colocacion vacuna ecuador primero linea consanguinidad afinidad,1
314,314,314,El payito,@elpayito,2021-03-02,ir juventud mas triste q tener gente q decir q vacuna provocado peor resaca vida,1
315,315,315,Laura González,@laura_glez5,2021-03-02,primero dosis puesto pasito pasito,1
316,316,316,Karen LpzC,@karenlpz24,2021-03-02,,1
317,317,317,"Marce
#YoApoyoACarabineros",@MarceRodriguezG,2021-03-02,2 dosis listo vacuna sinovac,1
318,318,318,Cristóbal Barbudo Pérez,@CristobalBarBud,2021-03-02,probablemente uno decimilla decir ayer enfermera 1 dosis astrazeneco hoy si atropellar camion 39 fiebre dolor cabeza debilidad lado paso mas salir situacion,1
319,319,319,Isa,@delrioisela,2021-03-02,vacunado primero dosis puesto,1
320,320,320,Juan José Paganini,@juanjopaganini6,2021-03-02,procedimiento medico medicamento riesgo justificar intervencion riesgo hacer él superior vacuna prevenir muerte infeccion proteger mas debil si vacunar,1
321,321,321,Jp Valdés,@JPVU27,2021-03-02,trasplantado vacunar dos vez trasplantado renal duda gracias ministeriosalud pdazan gobiernodechile drenriqueparis jmanalich,1
322,322,322,Pati Vecilla,@Pativeci,2021-03-02,emocion ir parar,1
323,323,323,lyli,@lylicastilla,2021-03-02,tia 92 ano vivir ciudad bquillo registrado portal vacuna aun citar minsaludcol alcaldiabquilla cosa,1
324,324,324,marcos,@_mxrcoss,2021-03-02,manana vacunar abuelo mejor noticia dia,1
325,325,325,Zamba Canuta,@zambitacanuta,2021-03-02,pasar peru ultimo comprar vacuna luego tiempo llegar cantidad miserable empezar vacunar demorar llegar recibir primero dosisno poder recibir segundo,1
326,326,326,Nico,@NicoleserranocC,2021-03-02,vacunir hoy pasar dos hora doler ene brazo si pegar dormilon,1
327,327,327,Valeria,@Valmefe,2021-03-02,manana deber ir vacunar trabajo educacion profe querer ir obligar,1
328,328,328,María Borges,@mariaborges67,2021-03-02,hoy vacunir universal buen organizacion,1
329,329,329,Mónica,@monikcongregado,2021-03-02,vacunacion completado,1
330,330,330,Rosa Vara de Rey,@rositavaraderey,2021-03-02,vacunado totalmente consciente privilegio suponer ojala pronto poder decir mismo padre abuelo tio entonces ser cuidandonar,1
331,331,331,Mandi,@manditc,2021-03-02,hoy suerte tocar vacuna,1
332,332,332,Cris Richeri,@crisricheri,2021-03-02,143000 habilitado solo 55000 agendado vacunar él vacunar yo responsabilidad cuidar cuidar yo entender numero tanto bajo toque vacuna toque,1
333,333,333,Alberto Carvacho G.,@betocg_19,2021-03-02,mama vacunado dia corresponder ver luz,1
334,334,334,@andriuk,@andriuk,2021-03-02,hoy mama recibir primero dosis felicidad,1
335,335,335,Emely Gutierrez Fajar,@_EgutierrezF,2021-03-02,llevar par hora vacunado sentir absolutamente emocion pronto salir virus,1
336,336,336,Mackita,@mackitacl,2021-03-02,tanto facil fijar él edad tocar vacunar tú parecer gente siempre tratar hacer él vivo ver si vacunar,1
337,337,337,Bàrbara,@bbb__AAAA,2021-03-02,pues estariar primero dosis vacuno,1
338,338,338,~Mato~,@matutripa,2021-03-02,dejar vacuna si querer hacer lono meter palo rueda querer dejar él vencer,1
339,339,339,"c r s
x syndi",@cprecc,2021-03-02,conocer profe poner ayer vacuna hoy fatal,1
